id,group_id
485035,78
1352405,79
1277112,80
1282103,80
1675566,80
2006664,80
885164,80
1438992,81
1789940,81
380502,81
1152260,82
171760,83
278036,82
671599,82
93776,83
968310,83
1089191,84
164466,84
2071714,84
425378,84
1257219,85
1431907,86
1446327,86
565854,87
566577,85
587358,87
781799,85
1286289,88
132781,88
805435,88
1141915,89
860426,89
898709,89
1024884,90
1028749,91
1032283,90
1091991,92
1110065,90
1112165,92
1128869,91
1142232,92
114265,92
1176471,91
1181068,93
1195555,94
1215897,93
1234698,91
1253374,91
1299293,94
1318331,92
1422004,95
1476695,91
1489396,94
1509539,90
1579817,94
1626860,93
1685019,96
1716494,94
176566,93
1768640,96
1828452,96
1845019,93
190991,91
1912746,92
1923309,90
1939998,96
1948740,96
2018496,90
2048397,91
2076509,93
308304,94
366480,92
38417,93
429138,95
460714,95
532000,95
546488,96
554372,96
567905,96
59466,92
677351,95
711985,90
725553,93
734279,95
748578,94
749107,95
826185,95
927415,91
941228,96
950532,90
965666,91
999764,94
1059177,97
13052,97
258314,97
1008236,98
1217774,99
1498466,99
1826870,100
121295,101
1362332,101
1094961,102
1309968,102
1594508,103
1690685,104
1925411,102
2028483,102
336338,102
1233831,105
2020630,105
656123,105
96203,105
1128427,106
430144,107
476784,106
750083,107
952202,106
995292,107
1661506,108
1673411,108
1675069,108
664389,109
120407,110
1648321,110
1714293,110
246884,110
575148,110
10371,111
2010544,112
1679381,113
1980233,113
2059479,113
359592,113
1030897,114
1599761,114
173724,114
548950,115
6286,115
1554806,116
1885017,117
211494,118
272963,118
715722,118
1030333,119
331169,119
371873,119
478052,119
1116330,120
1350988,120
1416580,120
1683573,120
2049023,120
973634,120
525828,121
782664,121
1074970,122
1710455,123
864018,123
1478594,124
1924339,125
615627,124
752224,125
1430595,126
1445696,126
211109,126
590484,126
987495,127
1008448,128
104177,129
1070212,128
1158920,130
1202675,131
1265839,129
1305659,128
1349992,132
1367089,131
14835,130
1537249,133
173339,130
180883,130
1813981,129
1942120,128
1998752,131
2006561,129
2037299,128
2040759,131
239133,131
304161,130
398292,134
431836,128
470762,130
50359,130
506678,129
510274,128
511389,135
620186,131
667855,129
6936,128
724670,131
739949,131
1012919,136
1092832,137
1102616,136
1118027,138
116446,139
1191716,139
1221080,138
122704,139
1240976,140
1292409,138
1336065,141
1336358,138
1339641,138
1351786,139
1377134,140
1398362,136
1436267,141
1446675,137
1547391,139
1586611,136
160977,137
1633069,137
1646028,136
1680940,142
1749673,143
1797386,143
1843430,141
1896535,142
1899097,143
1958633,142
224350,141
233092,136
234695,138
270294,139
281976,142
36415,137
410107,139
410439,136
455359,143
503736,143
540014,140
566139,143
567534,141
612457,140
672918,137
709987,143
756153,142
841206,140
845051,142
876501,140
903262,141
907043,137
914298,142
91683,138
956264,141
962998,140
1288670,144
1488170,145
1810537,145
292339,146
427660,146
810392,146
141708,147
1701901,148
1721884,147
388680,148
628747,148
1430197,149
1601273,149
484294,149
562093,149
1186904,150
2083653,151
851555,150
1887790,152
27343,152
518180,152
1084500,153
1450164,154
1638566,153
1944495,153
242900,153
473898,154
644244,153
71940,154
961328,155
122656,156
1505054,156
461584,156
1346096,157
1660523,157
1691480,157
231643,158
545873,157
863916,158
901297,157
1300998,159
1622630,159
1951,159
202494,159
69530,160
934929,161
1320651,162
1570579,163
710220,163
1595318,164
233486,165
725044,165
973520,165
1237157,166
1520987,167
1948150,168
1999088,167
239673,167
521943,166
669970,167
670320,169
940341,169
996258,168
108559,170
2076701,171
2091832,171
737782,171
203184,172
2090691,172
1015826,173
118688,173
709277,173
1697657,174
355786,174
603369,175
710974,175
1755554,176
1966966,176
443367,176
886431,176
1357495,177
1624317,177
1631809,177
1072382,178
1644347,178
1647710,178
448949,178
126739,179
1381346,179
1002385,180
1010841,181
111229,182
1164697,182
1251853,181
1281365,182
134210,183
1386589,184
1499075,184
1611902,180
1661533,181
1722301,184
1733393,182
1779566,183
1794675,183
1823941,182
1841819,183
186352,183
2075410,180
2077685,183
2087150,181
252841,182
262364,181
42558,183
427249,180
560144,183
571655,183
629483,180
664161,180
676308,180
694152,182
72042,181
784943,182
829904,181
868805,180
924187,183
928260,184
932654,184
939295,183
967020,181
980953,184
997755,184
672552,185
1087254,186
516163,186
1014656,187
1065547,187
270344,187
880093,187
1820326,188
261021,188
896242,188
920852,188
1126251,189
1353612,189
1509608,189
2084486,189
1118450,190
1346148,190
1960538,190
783306,190
105876,191
1159233,191
211622,191
398396,192
485704,191
675561,192
1023869,193
1046264,194
1058571,195
1426039,194
194084,193
1995388,194
69337,194
939374,193
556195,196
795389,196
895792,196
1126403,197
1140606,197
749044,197
557608,198
1004332,199
1080859,200
1475017,199
1567292,200
1575381,200
1606831,199
1966755,200
1180872,201
1643449,201
349780,201
1030196,202
1093055,203
1102428,204
1104900,205
1159254,204
1169440,202
122846,202
1230079,206
1324777,205
1393976,206
1453554,207
1454634,207
1588419,203
1613860,202
1646069,207
1679104,208
1741587,208
1759251,205
1807223,208
1849867,207
1916502,205
1953117,206
1959018,202
1991853,206
2030726,202
2065050,208
346215,207
383055,205
41141,203
483053,203
602296,204
618887,208
618897,206
644080,208
689322,203
706796,203
748719,204
765962,207
768020,208
801953,204
846638,203
87898,203
975742,204
97824,204
984793,205
2025045,209
1170077,210
1934078,211
774876,211
974088,211
1291862,212
1478553,212
1905460,212
255269,212
368123,212
1106618,213
1120636,213
1194932,213
1707191,213
341718,213
1244645,214
1306175,214
1963421,214
331659,214
588165,214
1060589,215
1364982,215
1523396,215
571405,215
1936847,216
43800,216
1024520,217
1089690,217
1727869,218
417205,219
1660884,220
1931591,221
309261,221
31954,221
639853,220
692529,220
1234761,222
207530,223
232274,223
496101,223
687781,223
709754,223
1001032,224
1252903,224
167470,224
2046978,224
452524,224
345363,225
653824,225
1013867,226
1552759,226
1662990,226
1715281,226
2025534,226
760316,226
1767796,227
2027222,227
1190482,228
36922,228
383415,228
886959,228
1186227,229
1350021,230
1421737,229
320089,229
1155184,231
1237753,231
1666471,231
278088,232
67747,232
771525,232
1394901,233
1856019,233
1860913,234
398504,235
595511,233
668662,235
1056187,236
1411899,237
1555973,236
1648195,238
1820773,237
1866977,239
1984229,238
290404,237
403432,239
424481,236
531144,237
533015,236
564792,236
77124,237
1263214,240
1280655,241
1322580,241
1503440,240
41289,241
624187,240
1439905,242
2028792,242
1051684,243
1195307,244
1781105,244
837587,244
1058673,245
1068896,246
1323679,245
388434,245
8385,246
1038782,247
1143660,247
1401512,247
651242,247
461178,248
492765,248
610522,248
1138286,249
1426952,250
1429549,249
1736353,251
1917639,251
574150,251
848858,251
2050925,252
857752,252
95471,252
968110,252
1474864,253
1392770,254
211669,255
230313,255
6162,254
1616612,256
1557125,257
1618488,257
1700037,257
1865730,258
1244181,259
1924604,259
389918,259
819126,259
1147405,260
1311571,260
384823,261
398386,262
413484,260
605197,262
984067,262
1839291,263
1944302,264
1463759,265
1675066,266
1093081,267
1574806,268
1631132,267
1642537,267
1729573,268
183920,268
578583,267
165316,269
173732,269
216531,269
441038,269
1175115,270
1204799,271
1379445,270
1484161,271
1667161,270
2037467,271
618380,271
1244134,272
1688096,272
1811915,272
1828369,272
1590133,273
1874212,273
461118,273
749491,273
666974,274
938274,274
100025,275
1010003,276
1055579,277
109024,278
1106410,279
1115836,280
1179471,280
1203179,275
121067,277
1318511,275
1338306,276
1357509,275
1383154,276
1481568,280
1508886,277
1514382,276
1574245,275
1610127,275
1623641,275
1667861,276
1710605,275
1759291,278
1778970,276
1794996,278
1848137,279
1867121,279
187421,277
1881213,279
1886954,275
1931939,280
1936555,280
1972602,277
336323,278
346527,277
391086,279
405390,278
409211,279
41498,279
42045,277
46776,280
514260,276
579394,276
605746,277
633338,278
713503,278
750693,277
765795,276
780234,277
800016,276
837846,280
929454,276
930531,280
939176,275
94846,278
954958,280
97597,278
1958194,281
1143027,282
1571662,282
2049819,283
306905,283
634799,283
7339,283
284434,284
58228,284
769171,284
1223634,285
316335,285
489103,285
1388104,286
1410896,286
549257,286
859038,287
1603013,288
2055411,288
430753,288
628598,288
313835,289
471413,289
408469,290
902902,290
1401601,291
1434060,291
1633599,291
1656130,291
1285212,292
2084809,292
84599,292
977149,292
1887849,293
1978512,294
641397,294
1268693,295
1336061,295
1594224,295
1737703,296
285462,297
418576,297
1922244,298
273748,299
283252,299
365667,299
1849728,300
836515,300
1375106,301
163330,302
2056236,301
268563,302
513541,303
651950,303
725559,302
825258,303
879813,301
1865549,304
590658,304
645418,304
1683806,305
293893,305
828311,305
1373881,306
492741,306
563791,306
573534,307
539617,308
698208,309
1758925,310
671740,310
1088678,311
1201815,311
639466,311
725019,311
1188959,312
130142,312
1339498,312
295428,312
1862404,313
1931837,313
2086443,313
526065,313
688993,313
1063806,314
1116214,315
1344899,316
1683856,317
2045447,314
2080929,317
308581,314
505182,317
777171,317
947678,314
594316,318
993663,318
1941845,319
793595,319
1266366,320
1361892,320
1518492,320
1655025,320
1861057,321
1926951,321
1992638,321
805420,321
1559770,322
473528,322
1097214,323
1455657,324
316194,323
396049,324
780190,323
85826,323
89618,325
1049103,326
1326120,327
1984991,326
217208,328
230427,327
292787,328
681153,327
715273,328
108622,329
1309149,330
1413464,329
1476342,330
199491,329
22713,329
509878,329
1772990,331
375297,332
967137,332
1375098,333
494245,334
843206,333
1399718,335
168703,336
1825773,335
474586,336
584529,335
782960,335
1657440,337
1823379,337
1182901,338
1926243,339
1843161,340
683940,340
69324,340
998036,340
1167255,341
1693244,341
133312,342
1140239,343
1482730,343
620699,343
752733,343
1642577,344
1814971,344
299151,344
1275173,345
137622,346
1524136,345
1527648,347
1998550,347
2087553,347
46423,345
704004,347
196239,348
213290,348
919935,348
973062,348
1020418,349
1028085,349
1360715,349
637018,349
973383,350
1332901,351
302996,351
1318910,352
376667,352
1152737,353
1202975,354
1312945,355
1733831,353
1834023,354
1943189,355
613971,354
827231,353
927850,353
1243186,356
1380475,356
227163,356
937230,357
1147927,358
297330,359
649516,358
979804,359
1743546,360
2055540,361
994583,361
1356147,362
1687565,362
215251,362
718222,362
2027256,363
45157,364
1501470,365
1853179,366
901374,366
943910,365
1501359,367
1152153,368
1180391,368
1483318,368
1931664,368
892547,368
1131984,369
1318220,370
841552,371
1663312,372
684948,372
1340297,373
617956,373
1200605,374
1218647,374
183761,375
1249617,376
1372894,376
1951444,377
327752,376
467088,377
584006,376
965396,377
1153486,378
1351564,378
1702415,378
2065333,379
2073899,379
539385,379
872585,378
1078883,380
1659807,380
1668783,381
587055,382
11269,383
1671980,383
371361,383
408012,383
1495984,384
1755750,384
352086,384
892578,384
1265823,385
166128,385
890518,385
932649,385
1036789,386
1049446,386
1152728,387
1231046,386
1283756,388
1296179,389
1296711,388
1300405,389
1329545,386
1569480,389
1572923,388
1591549,388
1597636,389
1667329,388
1673133,390
1702138,387
173360,390
1738445,388
1740965,386
17688,386
178026,388
1802142,389
1819564,386
1821603,390
1840694,389
1852135,389
1881509,386
1949763,387
1991504,389
2022009,387
2038593,388
2063117,386
264848,390
297826,387
335779,388
353701,387
427264,387
454357,390
458971,387
487431,387
579650,387
613690,388
710800,390
732210,388
758110,390
762846,389
770488,390
775072,386
839322,387
1226515,391
1931070,392
347780,392
35076,391
649032,392
672720,391
1590893,393
2070952,393
2084925,393
454448,393
1271634,394
191505,394
1203045,395
1385327,395
1491187,396
1535333,395
1881066,395
2057828,396
729373,396
745324,397
1013417,398
127728,398
1656027,398
733383,398
936941,398
386611,399
638668,399
503822,400
1594971,401
134576,402
383458,403
522249,404
732943,404
1196426,405
1873443,406
1953824,406
2014530,406
226280,407
25792,405
444898,407
643447,406
744541,407
757419,407
1335508,408
174727,409
1993152,408
629585,408
1468523,410
667990,410
1510351,411
1656756,412
2013094,412
802388,411
2017429,413
245572,413
627477,413
950729,413
1151723,414
1190140,414
1296473,414
2037862,414
361239,414
1274841,415
1294321,416
1320383,416
766649,416
1132521,417
1332445,418
1444056,419
1815116,418
1851936,420
281931,417
436850,420
579661,417
65293,418
1021169,421
105753,422
1150627,423
1171434,421
1201653,423
1297607,424
1307831,425
1327719,422
133576,424
1417146,424
1428086,426
1513937,425
1536334,421
155949,423
1602832,427
1633574,422
1663590,422
1673938,425
1694105,422
1713237,426
1736102,422
1770487,421
1772541,424
1791065,424
1845624,426
1865229,425
1889878,422
1905752,427
1997950,425
2018662,427
2045590,426
2049580,424
2052127,426
2092166,427
209259,426
245517,426
25016,423
343437,421
35393,421
407324,422
428579,422
448786,426
45124,427
494243,427
51843,424
526376,426
567030,424
59901,425
611678,425
627626,423
645006,425
662986,425
685846,421
701095,421
706748,423
712118,422
729972,423
794282,424
796408,423
827800,421
836620,425
8764,426
881249,427
882208,421
923554,425
93035,427
930385,424
984561,422
1399625,428
1520883,428
2063759,428
1346459,429
1222234,430
252556,430
786425,431
1167284,432
26965,432
1146988,433
627378,433
760539,433
900405,434
1148243,435
1297787,435
1765818,435
217701,436
600044,437
619064,435
326279,438
861939,439
2048511,440
299349,440
30856,440
999462,440
1688339,441
524412,441
1217871,442
1379300,442
1434450,442
40570,442
1109173,443
1229067,444
1456963,444
208923,444
365242,443
446674,445
782351,446
800528,445
855137,445
1210755,447
2059488,448
410149,447
697057,449
1458915,450
153860,451
1573983,451
1189602,452
1828926,453
2003921,454
2037221,453
2057648,453
1402219,455
615133,455
68537,455
822450,455
890800,455
1485589,456
1886601,456
1454086,457
1458789,458
171132,459
2000496,460
2047233,460
2075534,459
298620,457
73058,461
1005456,462
1171499,462
319524,462
832505,462
1666800,463
705530,463
920654,463
954277,463
1697381,464
182577,464
596466,464
1924274,465
2031353,465
2039032,465
168485,466
510394,467
694491,467
829817,466
1229466,468
552191,468
724552,468
1095099,469
1115434,470
1141551,470
1679652,470
2061796,470
423283,470
1025781,471
437077,472
949503,473
1696282,474
279576,474
304586,474
400555,474
1111309,475
1128912,475
806422,475
1120019,476
1361869,476
1442430,476
1884193,477
320895,477
323527,477
751565,476
809588,477
71472,478
53898,479
2017557,480
764663,480
782811,480
1196999,481
1403341,481
888391,481
705064,482
984542,483
1111313,484
1116329,485
1143856,486
1223310,486
1248261,484
1250700,487
1267918,486
1280922,488
128533,489
131876,490
1321359,488
1353005,491
1357973,490
1393253,489
1401128,492
1430803,491
1480813,488
1508923,490
1527441,491
1537207,486
15466,484
1549219,490
1660198,484
1796737,487
1812811,491
1873375,489
1901765,488
1993180,491
1994470,487
1997632,484
2028347,492
2051549,488
297404,484
302897,487
382365,491
383251,492
38492,490
392869,487
440632,489
484248,489
48730,489
49375,493
580785,486
581794,484
733140,490
733475,494
74613,488
805298,490
809736,491
821075,490
838917,486
992263,487
1761397,495
1867824,496
1069800,497
14290,498
1473900,497
1504179,499
1536364,500
1871023,498
234320,498
336419,500
360036,499
573722,499
983958,498
103653,501
1558676,502
156422,501
1922847,501
1948458,502
458709,503
630410,503
912123,503
962171,502
99755,501
1554601,504
1880304,504
1326863,505
1456874,505
1516513,506
1737684,506
2022703,507
105431,508
1169163,508
1561994,509
577530,510
600636,508
864634,509
440242,511
1206646,512
1310461,512
1796806,512
825652,513
865019,512
1022722,514
1457794,514
1496213,514
1707729,514
1232939,515
1381867,516
1419214,515
1520552,517
1844973,516
1906459,517
2025920,516
2059098,516
255331,515
358884,516
2094112,518
788576,518
1174929,519
1245603,520
1883690,520
777006,520
1531161,521
1923055,521
1109827,522
1156815,523
1379285,522
1400838,522
1553469,522
1640316,523
1999943,523
1376839,524
1579655,524
1846450,524
533656,524
587327,524
1775944,525
2027278,525
253178,525
919293,525
1007980,526
1118070,526
1233136,526
784784,526
115651,527
249151,527
353773,527
473656,527
1010658,528
1071486,529
1632966,528
1650753,528
1778519,529
611642,529
958832,529
111758,530
1486520,531
1687029,532
9924,531
1075202,533
112328,534
1466013,535
1624143,535
186358,533
289304,536
335895,536
340936,533
590966,533
607632,536
1385557,537
1509635,538
1586218,539
1647231,539
1711423,537
52671,538
601132,539
613045,539
686826,537
81292,538
1320644,540
1863437,540
684239,540
1992556,541
1668273,542
557591,542
863925,542
870289,543
953838,544
1136315,545
125263,545
129827,545
1482174,545
232309,545
66208,545
1666428,546
277883,546
867873,546
922651,546
571588,547
1574967,548
1737013,548
1812068,548
439907,549
450819,548
11053,550
1310270,550
438619,551
445535,550
637544,550
795931,551
1207462,552
1625046,552
1936703,552
395305,552
893229,552
105331,553
1209830,554
1323905,554
1397469,555
254180,553
161417,556
1980952,556
320947,556
984014,556
111975,557
1222479,558
1472727,557
793703,557
814577,558
1033337,559
1171409,559
1196605,559
1850479,559
878878,559
1759789,560
681821,560
966068,560
1326348,561
1699336,561
1770586,561
297403,561
1714626,562
1933032,562
1209628,563
1390240,564
1617284,565
1794634,563
1946929,564
2066168,564
353418,566
1034322,567
1196711,568
1324567,568
1687201,568
1713404,568
275872,567
64304,568
1112410,569
1600405,569
1731056,569
695166,569
139130,570
520046,570
130373,571
1536451,571
1757396,571
799114,571
1078759,572
1240560,572
1445101,572
1808866,573
1861415,574
1885481,573
2065708,573
457576,574
509717,575
556329,573
785278,573
897528,574
1523968,576
1527338,577
1544072,577
1694005,576
1733189,577
1962454,576
337181,576
1115919,578
1447331,578
41879,579
921294,578
1227589,580
1389886,580
495670,580
670911,580
766104,580
1132076,581
1348185,582
1751670,583
1792157,582
1807119,584
1836866,583
268968,584
353069,583
494142,582
562597,585
617404,582
774775,581
931476,583
963448,583
1522082,586
1807255,586
584930,586
2048166,587
747901,587
1777829,588
1991681,589
60359,589
702461,588
1016590,590
989604,590
101592,591
941235,592
766183,593
1528665,594
1721166,595
1732683,595
205691,594
4828,594
683323,595
312794,596
1557138,597
175246,597
1863024,597
302008,597
1069549,598
1465836,598
1469401,598
1363807,599
1803146,600
18121,599
1960107,599
2031799,600
2095583,599
947258,599
17425,601
1781561,601
32116,601
1350777,602
1930301,602
100951,603
1959069,603
354488,603
822469,603
1521578,604
1995311,605
259174,604
808815,605
927542,604
1001992,606
1004399,607
1011289,607
1045382,608
1105197,609
1181888,606
1206784,608
1214692,610
1219590,608
123639,608
1244689,608
1247739,610
1377774,607
1393316,606
1403788,606
1429492,610
1504681,608
1523516,611
1551585,608
1574638,610
1596636,612
1638984,611
1640572,606
1642628,612
1668402,611
1673197,609
1681812,612
1703870,607
170550,612
1778452,609
1795200,610
1818969,606
1822422,609
1872083,609
1897707,611
1906129,608
1943307,610
2004373,609
2049086,609
2066762,612
2088609,607
2088843,612
2092801,610
216474,607
235977,612
256603,607
286864,608
349344,611
516393,610
555364,607
560161,611
563231,612
587474,609
600223,606
609246,612
766410,606
777133,609
882743,606
934306,611
955141,607
963249,611
1059756,613
1142347,613
1817444,613
1860592,613
1358002,614
609983,614
1234191,615
885675,615
1092525,616
1183864,616
126493,616
1452686,617
1136963,618
1647214,619
175741,618
1835505,620
229683,619
288909,620
345382,620
646993,618
1917119,621
742578,621
86614,621
962522,621
1476320,622
844016,622
880814,622
906856,622
173232,623
1075494,624
1178625,625
119477,624
146240,624
1495587,626
1633558,626
1707585,624
1744503,626
1848529,624
1996962,626
2094648,624
327024,627
376187,626
618704,624
682679,628
821837,626
839308,626
968967,629
1346637,630
193115,630
2056851,630
84976,630
1920223,631
204236,631
1518067,632
1985939,632
2070119,632
932809,632
1447202,633
113536,634
1319602,634
1614473,635
189670,635
2034208,635
238547,634
302771,634
845597,634
433010,636
770923,636
929532,636
1740708,637
1987765,637
84322,637
1838691,638
32993,638
569502,638
854271,638
1119534,639
117066,639
1220077,639
842645,639
946866,640
111510,641
1324908,641
1333052,641
1426125,641
1536610,641
121066,642
460630,642
539156,642
1547652,643
256075,644
265258,644
272624,645
1678754,646
169093,646
291624,646
475447,646
956179,646
998192,647
1906760,648
471557,648
575701,648
78960,648
1636226,649
242021,649
407458,649
1182572,650
1254510,650
1867239,651
346310,650
617164,650
778821,651
851838,651
924388,650
612934,652
709900,652
1425069,653
2083480,653
299987,653
1318058,654
1734715,654
2009302,654
403548,654
1668820,655
365259,656
846631,657
1389673,658
1400270,658
569764,658
835984,658
1179337,659
1696476,659
1820141,659
918004,659
1337430,660
1981451,660
2004343,660
635721,660
974810,660
1168221,661
584668,661
635075,661
1448056,662
1470439,663
1295204,664
1991023,664
921389,664
1806891,665
261886,665
1494544,666
999107,667
1236601,668
2036467,669
2048678,669
468827,670
87053,670
1224859,671
1633651,671
2052295,671
224471,671
1221593,672
1509877,672
1443105,673
1868780,673
531594,673
993422,673
1109234,674
2091632,674
940564,674
987998,674
1322523,675
137608,675
154595,675
1971223,675
386827,675
651835,675
1925213,676
242353,677
474236,676
1008801,678
286391,678
1260679,679
1483829,680
339461,679
938712,679
1671779,681
1957957,681
1013683,682
1496683,683
265730,683
274315,684
1010817,685
2071920,686
520524,686
983590,687
1429252,688
146890,688
1885358,688
1341804,689
2019077,689
56467,689
770252,689
974159,689
596672,690
1330769,691
1369240,692
1635641,692
1744199,693
180539,691
2078034,693
310080,691
503970,693
923760,692
959623,691
130895,694
2015300,695
356487,695
333999,696
592404,696
1174028,697
1437891,697
1156947,698
1846978,699
107173,700
1460426,701
191538,701
410496,702
411231,701
630509,701
1237644,703
612108,703
1184365,704
1455873,704
1656601,704
204101,704
735424,704
928330,705
1988493,706
835640,706
166723,707
1692136,707
1960968,707
1492802,708
1511380,709
596077,708
958399,710
1379144,711
1545570,712
1554984,711
1606602,711
2000782,711
523641,712
707755,712
75415,712
1084813,713
1863696,713
712463,713
1105427,714
115843,714
1223353,714
497376,714
1185012,715
1901189,716
2065364,715
331284,715
668484,716
1908621,717
37693,717
2088587,718
661855,718
1428027,719
1632547,719
849110,719
1048959,720
2094756,720
1318265,721
1425356,721
386182,721
904529,721
1404105,722
1471218,722
607854,723
810496,723
238807,724
255712,724
633081,724
565351,725
1565633,726
218064,726
366903,726
461824,727
471766,726
816813,728
866988,727
937477,726
1872990,729
515472,729
70408,729
1574042,730
1743013,730
1763939,730
910050,730
1112414,731
1396298,731
1155666,732
1528551,732
1612730,732
299728,732
504575,732
798854,732
1439498,733
1831051,733
1172699,734
1342989,735
1455142,736
1577212,734
1807704,734
1833168,736
195058,736
2044881,736
354785,735
446479,734
659961,735
1699262,737
464613,738
1760129,739
1421406,740
1440397,740
1484697,740
212756,740
237750,740
786972,740
1360503,741
1402231,741
1764969,741
1968346,741
1095836,742
1343758,742
1504898,742
881043,742
1068817,743
1138947,744
131599,745
139371,746
1398358,745
1403173,746
1418363,747
1425360,744
1444475,746
1447767,745
149356,747
1528582,745
1586215,747
1603285,747
161753,743
1655147,747
1658589,744
1681929,747
1707232,743
1716503,744
1731704,744
1755552,746
1785010,747
1933827,745
1945940,747
2012696,744
231671,743
254897,743
299798,746
321173,743
345853,744
422678,743
465988,745
478368,743
478917,744
598965,745
626870,747
677461,746
685622,743
75352,746
75964,744
775288,743
809385,747
825722,744
904716,744
906308,747
1191555,748
1589559,748
1461348,749
1865581,749
213448,749
31994,750
679320,749
976199,749
1362210,751
1645785,752
1791085,752
239172,752
141943,753
1590601,753
186808,753
447903,753
1134821,754
1559270,754
1603218,754
1903939,754
1518969,755
1912459,755
1219287,756
1284691,756
1336706,756
388355,756
812224,756
139881,757
1509708,757
1960232,757
584558,757
675612,758
869478,758
1645255,759
1924147,759
233174,759
626433,760
1171244,761
1295630,761
1079812,762
148486,763
317835,763
669589,763
735230,762
884972,763
499275,764
861665,764
917809,764
1080834,765
2024863,765
1585206,766
130741,767
1789454,767
333252,768
386790,767
1319927,769
1604228,769
1666359,769
279070,769
1022441,770
1897723,770
1616457,771
1814012,771
57581,772
683399,771
1783991,773
1843348,773
2064706,774
500985,774
788910,775
2007242,776
797787,776
1011648,777
1764383,777
494878,777
860381,778
1381070,779
1611783,779
711301,780
1182208,781
1512997,782
629339,782
1524848,783
1698476,784
193521,784
2045865,784
810212,783
1179022,785
1786093,785
2022246,785
225889,785
785841,785
1216859,786
141360,786
327763,786
731757,786
1400639,787
1898809,787
525889,787
976760,787
1364785,788
1931298,788
491082,788
1882702,789
613217,789
718149,789
929523,789
1939208,790
1604129,791
1722734,791
154530,792
1932290,792
1376303,793
1376755,793
168863,793
339638,793
168789,794
1241012,795
142466,795
343480,796
548154,796
746692,796
777486,796
1313613,797
1495961,798
1629394,797
944133,797
1916216,799
703473,799
1137349,800
1176935,800
459390,800
1632922,801
1636144,801
2044683,801
329408,801
775678,801
1061778,802
1428997,803
149057,803
1588767,803
1889737,802
274045,802
357179,803
872825,803
168448,804
224982,804
914933,804
1099687,805
992800,805
1183890,806
755534,806
1355346,807
1373154,808
232333,808
347424,808
1163644,809
1613839,809
1915520,810
19509,810
1223248,811
345237,811
1354188,812
593157,812
1096420,813
1462741,813
292402,813
672240,813
1182950,814
1356855,814
650501,814
874070,815
491520,816
1451127,817
1477256,817
1611141,817
1959437,817
91182,817
1209234,818
1400744,818
1502547,818
1725365,819
1821378,820
108944,821
340699,821
365286,821
1114532,822
1172049,822
1310438,822
691415,822
1983765,823
113712,824
560100,824
614566,825
1414051,826
1109022,827
1180904,827
1251137,827
1272013,827
178111,827
1021092,828
1196473,828
357801,828
956228,828
1891215,829
1940928,829
237746,829
431101,829
434188,829
662174,830
1029542,831
2044615,831
328350,832
332069,832
1012604,833
1690345,834
469296,833
1346524,835
2030062,835
1487615,836
1314317,837
1620233,838
1876532,837
2012087,837
369375,837
849521,839
811009,840
1281612,841
168811,841
1740576,841
1803396,841
197798,841
566362,841
603629,842
1229505,843
