id,gate,Timestamp
20150016010039-314,general-gate1,2
20150016010039-314,general-gate2,2
20150016010039-314,general-gate4,2
20150016010039-314,general-gate7,2
20150016010039-314,ranger-stop0,2
20150016010039-314,ranger-stop2,2
20150016070037-632,camping7,2
20150016070037-632,entrance0,1
20150016070037-632,entrance3,1
20150016070037-632,general-gate1,2
20150016070037-632,general-gate2,2
20150016070037-632,general-gate5,2
20150016070037-632,general-gate6,2
20150016070037-632,ranger-stop0,2
20150016070037-632,ranger-stop2,2
20150016090054-771,camping6,2
20150016090054-771,entrance0,1
20150016090054-771,entrance3,1
20150016090054-771,general-gate1,2
20150016090054-771,general-gate2,2
20150016090054-771,general-gate5,2
20150016090054-771,ranger-stop0,2
20150016090054-771,ranger-stop2,2
20150016120041-181,camping5,2
20150016120041-181,entrance1,1
20150016120041-181,entrance3,1
20150016120041-181,general-gate7,2
20150017070009-324,camping8,2
20150017070009-324,entrance1,1
20150017070009-324,entrance3,1
20150017070009-324,general-gate1,2
20150017070009-324,general-gate2,2
20150017070009-324,general-gate4,1
20150017070009-324,general-gate7,1
20150017070009-324,ranger-stop0,2
20150017070009-324,ranger-stop2,2
20150017120018-349,entrance0,1
20150017120018-349,entrance1,1
20150017120018-349,general-gate4,1
20150017120018-349,general-gate7,1
20150018020030-238,camping8,2
20150018020030-238,entrance1,1
20150018020030-238,entrance4,1
20150018020030-238,general-gate1,1
20150018020030-238,general-gate2,1
20150018020030-238,general-gate4,1
20150018020030-238,general-gate5,1
20150018020030-238,general-gate7,1
20150018020030-238,ranger-stop0,1
20150018020030-238,ranger-stop2,1
20150018030025-615,entrance2,1
20150018030025-615,entrance4,1
20150018110014-26,camping6,2
20150018110014-26,entrance1,1
20150018110014-26,entrance2,1
20150018110014-26,general-gate1,1
20150018110014-26,general-gate2,1
20150018110014-26,general-gate4,1
20150018110014-26,general-gate5,1
20150018110014-26,general-gate7,1
20150018110014-26,ranger-stop0,1
20150018110014-26,ranger-stop2,1
20150019090006-7,camping5,2
20150019090006-7,entrance1,1
20150019090006-7,entrance3,1
20150019090006-7,general-gate7,2
20150020120003-629,camping3,2
20150020120003-629,entrance0,1
20150020120003-629,entrance1,1
20150020120003-629,general-gate4,1
20150020120003-629,general-gate7,1
20150021030032-233,entrance0,1
20150021030032-233,entrance2,1
20150021030032-233,general-gate1,1
20150021030032-233,general-gate2,1
20150021030032-233,ranger-stop0,1
20150021030032-233,ranger-stop2,1
20150021050036-788,camping6,2
20150021050036-788,entrance1,1
20150021050036-788,entrance3,1
20150021050036-788,general-gate1,2
20150021050036-788,general-gate2,2
20150021050036-788,general-gate4,1
20150021050036-788,general-gate5,2
20150021050036-788,general-gate7,1
20150021050036-788,ranger-stop0,2
20150021050036-788,ranger-stop2,2
20150021080000-521,camping3,2
20150021080000-521,entrance1,1
20150021080000-521,entrance3,1
20150021080000-521,general-gate7,1
20150021110008-649,entrance1,1
20150021110008-649,entrance2,1
20150021110008-649,general-gate1,1
20150021110008-649,general-gate2,1
20150021110008-649,general-gate4,1
20150021110008-649,general-gate7,1
20150021110008-649,ranger-stop0,1
20150021110008-649,ranger-stop2,1
20150022010045-622,entrance0,1
20150022010045-622,entrance2,1
20150022010045-622,general-gate1,1
20150022010045-622,general-gate2,1
20150022010045-622,ranger-stop0,1
20150022010045-622,ranger-stop2,1
20150023030012-350,camping7,2
20150023030012-350,entrance3,1
20150023030012-350,entrance4,1
20150023030012-350,general-gate1,1
20150023030012-350,general-gate2,1
20150023030012-350,general-gate5,1
20150023030012-350,general-gate6,2
20150023030012-350,ranger-stop0,1
20150023030012-350,ranger-stop2,1
20150024010045-514,camping6,2
20150024010045-514,entrance1,1
20150024010045-514,entrance4,1
20150024010045-514,general-gate1,1
20150024010045-514,general-gate2,1
20150024010045-514,general-gate4,1
20150024010045-514,general-gate5,1
20150024010045-514,general-gate7,1
20150024010045-514,ranger-stop0,1
20150024010045-514,ranger-stop2,1
20150024040008-576,camping7,2
20150024040008-576,entrance0,1
20150024040008-576,entrance4,1
20150024040008-576,general-gate1,1
20150024040008-576,general-gate2,1
20150024040008-576,general-gate5,1
20150024040008-576,general-gate6,2
20150024040008-576,ranger-stop0,1
20150024040008-576,ranger-stop2,1
20150024120054-586,entrance2,1
20150024120054-586,entrance4,1
20150025070013-240,entrance2,1
20150025070013-240,entrance4,1
20150025100041-260,camping0,2
20150025100041-260,entrance0,1
20150025100041-260,entrance2,1
20150025100041-260,general-gate1,1
20150025100041-260,general-gate2,1
20150025100041-260,general-gate4,2
20150025100041-260,general-gate7,2
20150025100041-260,ranger-stop0,1
20150025100041-260,ranger-stop2,1
20150026060010-577,entrance2,1
20150026060010-577,entrance4,1
20150026110014-327,camping5,2
20150026110014-327,entrance2,1
20150026110014-327,entrance3,1
20150026110014-327,general-gate1,1
20150026110014-327,general-gate2,1
20150026110014-327,general-gate4,1
20150026110014-327,general-gate7,2
20150026110014-327,ranger-stop0,1
20150026110014-327,ranger-stop2,1
20150026120014-798,entrance0,1
20150026120014-798,entrance3,1
20150027080052-161,camping8,2
20150027080052-161,entrance0,2
20150027080052-161,general-gate1,2
20150027080052-161,general-gate2,2
20150027080052-161,ranger-stop0,2
20150027080052-161,ranger-stop2,2
20150027120012-20,camping4,2
20150027120012-20,entrance2,1
20150027120012-20,entrance4,1
20150027120012-20,general-gate1,2
20150027120012-20,general-gate2,2
20150027120012-20,general-gate4,2
20150027120012-20,general-gate5,1
20150027120012-20,general-gate7,2
20150027120012-20,ranger-stop0,2
20150027120012-20,ranger-stop2,2
20150028030051-590,camping5,2
20150028030051-590,entrance2,2
20150028030051-590,general-gate1,2
20150028030051-590,general-gate2,2
20150028030051-590,general-gate4,2
20150028030051-590,general-gate7,2
20150028030051-590,ranger-stop0,2
20150028030051-590,ranger-stop2,2
20150028040010-50,camping4,2
20150028040010-50,entrance3,2
20150028040010-50,general-gate7,2
20150030060046-176,camping5,2
20150030060046-176,entrance1,1
20150030060046-176,entrance4,1
20150030060046-176,general-gate1,1
20150030060046-176,general-gate2,1
20150030060046-176,general-gate4,1
20150030060046-176,general-gate5,1
20150030060046-176,general-gate7,2
20150030060046-176,ranger-stop0,1
20150030060046-176,ranger-stop2,1
20150030120023-694,camping6,2
20150030120023-694,entrance1,1
20150030120023-694,entrance3,1
20150030120023-694,general-gate1,2
20150030120023-694,general-gate2,2
20150030120023-694,general-gate4,1
20150030120023-694,general-gate5,2
20150030120023-694,general-gate7,1
20150030120023-694,ranger-stop0,2
20150030120023-694,ranger-stop2,2
20150031010000-784,entrance0,1
20150031010000-784,entrance2,1
20150031010000-784,general-gate1,1
20150031010000-784,general-gate2,1
20150031010000-784,ranger-stop0,1
20150031010000-784,ranger-stop2,1
20150101030146-497,entrance2,1
20150101030146-497,entrance4,1
20150101050138-171,entrance0,1
20150101050138-171,entrance4,1
20150101050138-171,general-gate1,1
20150101050138-171,general-gate2,1
20150101050138-171,general-gate5,1
20150101050138-171,ranger-stop0,1
20150101050138-171,ranger-stop2,1
20150103070112-250,camping4,2
20150103070112-250,entrance2,1
20150103070112-250,entrance4,1
20150103070112-250,general-gate1,2
20150103070112-250,general-gate2,2
20150103070112-250,general-gate4,2
20150103070112-250,general-gate5,1
20150103070112-250,general-gate7,2
20150103070112-250,ranger-stop0,2
20150103070112-250,ranger-stop2,2
20150104030145-629,camping7,2
20150104030145-629,entrance2,2
20150104030145-629,general-gate6,2
20150105010142-777,camping2,2
20150105010142-777,entrance1,1
20150105010142-777,entrance2,1
20150105010142-777,general-gate1,1
20150105010142-777,general-gate2,1
20150105010142-777,general-gate4,1
20150105010142-777,general-gate7,1
20150105010142-777,ranger-stop0,1
20150105010142-777,ranger-stop2,1
20150105040122-318,camping8,2
20150105040122-318,entrance0,1
20150105040122-318,entrance2,1
20150105040122-318,general-gate1,1
20150105040122-318,general-gate2,1
20150105040122-318,general-gate3,1
20150105040122-318,ranger-stop0,1
20150105040122-318,ranger-stop2,1
20150105040131-344,entrance2,1
20150105040131-344,entrance4,1
20150105120114-572,camping8,2
20150105120114-572,entrance1,1
20150105120114-572,entrance2,1
20150105120114-572,general-gate1,1
20150105120114-572,general-gate2,1
20150105120114-572,general-gate3,1
20150105120114-572,general-gate4,1
20150105120114-572,general-gate7,1
20150105120114-572,ranger-stop0,1
20150105120114-572,ranger-stop2,1
20150108050153-619,camping0,2
20150108050153-619,entrance2,2
20150108050153-619,general-gate1,2
20150108050153-619,general-gate2,2
20150108050153-619,general-gate4,2
20150108050153-619,general-gate7,2
20150108050153-619,ranger-stop0,2
20150108050153-619,ranger-stop2,2
20150108120150-466,entrance1,1
20150108120150-466,entrance3,1
20150108120150-466,general-gate7,1
20150109020132-169,camping6,2
20150109020132-169,entrance0,2
20150109020132-169,general-gate1,2
20150109020132-169,general-gate2,2
20150109020132-169,general-gate5,2
20150109020132-169,ranger-stop0,2
20150109020132-169,ranger-stop2,2
20150109020137-850,camping8,2
20150109020137-850,entrance2,1
20150109020137-850,entrance3,1
20150109020137-850,general-gate1,1
20150109020137-850,general-gate2,1
20150109020137-850,general-gate3,1
20150109020137-850,ranger-stop0,1
20150109020137-850,ranger-stop2,1
20150109040106-69,camping8,2
20150109040106-69,entrance0,1
20150109040106-69,entrance1,1
20150109040106-69,general-gate1,2
20150109040106-69,general-gate2,2
20150109040106-69,general-gate4,1
20150109040106-69,general-gate7,1
20150109040106-69,ranger-stop0,2
20150109040106-69,ranger-stop2,2
20150109100114-5,camping5,2
20150109100114-5,entrance3,1
20150109100114-5,entrance4,1
20150109100114-5,general-gate1,1
20150109100114-5,general-gate2,1
20150109100114-5,general-gate4,1
20150109100114-5,general-gate5,1
20150109100114-5,general-gate7,2
20150109100114-5,ranger-stop0,1
20150109100114-5,ranger-stop2,1
20150110030105-67,camping7,2
20150110030105-67,entrance3,1
20150110030105-67,entrance4,1
20150110030105-67,general-gate1,1
20150110030105-67,general-gate2,1
20150110030105-67,general-gate5,1
20150110030105-67,general-gate6,2
20150110030105-67,ranger-stop0,1
20150110030105-67,ranger-stop2,1
20150110050133-481,camping4,2
20150110050133-481,entrance1,1
20150110050133-481,entrance3,1
20150110050133-481,general-gate7,1
20150111090154-956,entrance0,1
20150111090154-956,entrance3,1
20150112010145-445,entrance2,1
20150112010145-445,entrance4,1
20150112080156-678,camping7,2
20150112080156-678,entrance3,1
20150112080156-678,entrance4,1
20150112080156-678,general-gate1,1
20150112080156-678,general-gate2,1
20150112080156-678,general-gate5,1
20150112080156-678,general-gate6,2
20150112080156-678,ranger-stop0,1
20150112080156-678,ranger-stop2,1
20150112090109-791,entrance1,1
20150112090109-791,entrance4,1
20150112090109-791,general-gate1,1
20150112090109-791,general-gate2,1
20150112090109-791,general-gate4,1
20150112090109-791,general-gate5,1
20150112090109-791,general-gate7,1
20150112090109-791,ranger-stop0,1
20150112090109-791,ranger-stop2,1
20150114110103-352,camping6,2
20150114110103-352,entrance2,1
20150114110103-352,entrance3,1
20150114110103-352,general-gate1,1
20150114110103-352,general-gate2,1
20150114110103-352,general-gate5,1
20150114110103-352,ranger-stop0,1
20150114110103-352,ranger-stop2,1
20150115020146-483,camping2,2
20150115020146-483,entrance3,1
20150115020146-483,entrance4,1
20150115020146-483,general-gate1,1
20150115020146-483,general-gate2,1
20150115020146-483,general-gate4,1
20150115020146-483,general-gate5,1
20150115020146-483,general-gate7,2
20150115020146-483,ranger-stop0,1
20150115020146-483,ranger-stop2,1
20150115030151-677,entrance0,1
20150115030151-677,entrance2,1
20150115030151-677,general-gate1,1
20150115030151-677,general-gate2,1
20150115030151-677,ranger-stop0,1
20150115030151-677,ranger-stop2,1
20150115060113-519,camping2,2
20150115060113-519,entrance0,1
20150115060113-519,entrance3,1
20150115060113-519,general-gate4,1
20150115060113-519,general-gate7,2
20150115120113-772,entrance3,1
20150115120113-772,entrance4,1
20150115120113-772,general-gate1,1
20150115120113-772,general-gate2,1
20150115120113-772,general-gate5,1
20150115120113-772,ranger-stop0,1
20150115120113-772,ranger-stop2,1
20150119010140-843,camping4,2
20150119010140-843,entrance3,2
20150119010140-843,general-gate7,2
20150119070136-139,camping5,2
20150119070136-139,entrance1,1
20150119070136-139,entrance4,1
20150119070136-139,general-gate1,1
20150119070136-139,general-gate2,1
20150119070136-139,general-gate4,1
20150119070136-139,general-gate5,1
20150119070136-139,general-gate7,2
20150119070136-139,ranger-stop0,1
20150119070136-139,ranger-stop2,1
20150122060131-462,entrance1,1
20150122060131-462,entrance2,1
20150122060131-462,general-gate1,1
20150122060131-462,general-gate2,1
20150122060131-462,general-gate4,1
20150122060131-462,general-gate7,1
20150122060131-462,ranger-stop0,1
20150122060131-462,ranger-stop2,1
20150122060138-185,camping5,2
20150122060138-185,entrance1,1
20150122060138-185,entrance2,1
20150122060138-185,general-gate1,1
20150122060138-185,general-gate2,1
20150122060138-185,general-gate4,1
20150122060138-185,general-gate7,2
20150122060138-185,ranger-stop0,1
20150122060138-185,ranger-stop2,1
20150123040140-843,camping4,2
20150123040140-843,entrance0,1
20150123040140-843,entrance3,1
20150123040140-843,general-gate4,1
20150123040140-843,general-gate7,2
20150124040140-271,camping3,2
20150124040140-271,entrance3,1
20150124040140-271,entrance4,1
20150124040140-271,general-gate1,1
20150124040140-271,general-gate2,1
20150124040140-271,general-gate4,1
20150124040140-271,general-gate5,1
20150124040140-271,general-gate7,2
20150124040140-271,ranger-stop0,1
20150124040140-271,ranger-stop2,1
20150124050126-399,camping8,2
20150124050126-399,entrance3,2
20150124050126-399,general-gate1,2
20150124050126-399,general-gate2,2
20150124050126-399,ranger-stop0,2
20150124050126-399,ranger-stop2,2
20150124090120-626,camping4,2
20150124090120-626,entrance1,1
20150124090120-626,entrance3,1
20150124090120-626,general-gate7,1
20150125040103-831,camping7,2
20150125040103-831,entrance0,1
20150125040103-831,entrance2,1
20150125040103-831,general-gate1,1
20150125040103-831,general-gate2,1
20150125040103-831,general-gate5,1
20150125040103-831,general-gate6,2
20150125040103-831,ranger-stop0,1
20150125040103-831,ranger-stop2,1
20150125080138-74,camping7,2
20150125080138-74,entrance3,2
20150125080138-74,general-gate1,2
20150125080138-74,general-gate2,2
20150125080138-74,general-gate5,2
20150125080138-74,general-gate6,2
20150125080138-74,ranger-stop0,2
20150125080138-74,ranger-stop2,2
20150126050104-905,camping5,2
20150126050104-905,entrance0,2
20150126050104-905,general-gate4,2
20150126050104-905,general-gate7,2
20150126100125-762,camping4,2
20150126100125-762,entrance3,1
20150126100125-762,entrance4,1
20150126100125-762,general-gate1,1
20150126100125-762,general-gate2,1
20150126100125-762,general-gate4,1
20150126100125-762,general-gate5,1
20150126100125-762,general-gate7,2
20150126100125-762,ranger-stop0,1
20150126100125-762,ranger-stop2,1
20150127010131-864,camping4,2
20150127010131-864,entrance2,1
20150127010131-864,entrance4,1
20150127010131-864,general-gate1,2
20150127010131-864,general-gate2,2
20150127010131-864,general-gate4,2
20150127010131-864,general-gate5,1
20150127010131-864,general-gate7,2
20150127010131-864,ranger-stop0,2
20150127010131-864,ranger-stop2,2
20150127030109-159,entrance0,1
20150127030109-159,entrance4,1
20150127030109-159,general-gate1,1
20150127030109-159,general-gate2,1
20150127030109-159,general-gate5,1
20150127030109-159,ranger-stop0,1
20150127030109-159,ranger-stop2,1
20150129040119-274,entrance3,1
20150129040119-274,entrance4,1
20150129040119-274,general-gate1,1
20150129040119-274,general-gate2,1
20150129040119-274,general-gate5,1
20150129040119-274,ranger-stop0,1
20150129040119-274,ranger-stop2,1
20150130020140-998,entrance1,1
20150130020140-998,entrance4,1
20150130020140-998,general-gate1,1
20150130020140-998,general-gate2,1
20150130020140-998,general-gate4,1
20150130020140-998,general-gate5,1
20150130020140-998,general-gate7,1
20150130020140-998,ranger-stop0,1
20150130020140-998,ranger-stop2,1
20150130080133-858,entrance1,1
20150130080133-858,entrance2,1
20150130080133-858,general-gate1,1
20150130080133-858,general-gate2,1
20150130080133-858,general-gate4,1
20150130080133-858,general-gate7,1
20150130080133-858,ranger-stop0,1
20150130080133-858,ranger-stop2,1
20150202040220-736,camping4,2
20150202040220-736,entrance3,1
20150202040220-736,entrance4,1
20150202040220-736,general-gate1,1
20150202040220-736,general-gate2,1
20150202040220-736,general-gate4,1
20150202040220-736,general-gate5,1
20150202040220-736,general-gate7,2
20150202040220-736,ranger-stop0,1
20150202040220-736,ranger-stop2,1
20150202120211-959,camping7,2
20150202120211-959,entrance3,1
20150202120211-959,entrance4,1
20150202120211-959,general-gate1,1
20150202120211-959,general-gate2,1
20150202120211-959,general-gate5,1
20150202120211-959,general-gate6,2
20150202120211-959,ranger-stop0,1
20150202120211-959,ranger-stop2,1
20150205020259-789,camping6,2
20150205020259-789,entrance0,1
20150205020259-789,entrance4,1
20150205020259-789,general-gate1,1
20150205020259-789,general-gate2,1
20150205020259-789,general-gate5,1
20150205020259-789,ranger-stop0,1
20150205020259-789,ranger-stop2,1
20150205050224-69,entrance1,1
20150205050224-69,entrance3,1
20150205050224-69,general-gate7,1
20150206010230-163,entrance1,1
20150206010230-163,entrance4,1
20150206010230-163,general-gate1,1
20150206010230-163,general-gate2,1
20150206010230-163,general-gate4,1
20150206010230-163,general-gate5,1
20150206010230-163,general-gate7,1
20150206010230-163,ranger-stop0,1
20150206010230-163,ranger-stop2,1
20150206090205-388,entrance1,1
20150206090205-388,entrance4,1
20150206090205-388,general-gate1,1
20150206090205-388,general-gate2,1
20150206090205-388,general-gate4,1
20150206090205-388,general-gate5,1
20150206090205-388,general-gate7,1
20150206090205-388,ranger-stop0,1
20150206090205-388,ranger-stop2,1
20150206090224-936,entrance0,1
20150206090224-936,entrance1,1
20150206090224-936,general-gate4,1
20150206090224-936,general-gate7,1
20150207050247-410,camping6,2
20150207050247-410,entrance2,1
20150207050247-410,entrance3,1
20150207050247-410,general-gate1,1
20150207050247-410,general-gate2,1
20150207050247-410,general-gate5,1
20150207050247-410,ranger-stop0,1
20150207050247-410,ranger-stop2,1
20150207110213-868,camping7,2
20150207110213-868,entrance1,1
20150207110213-868,entrance4,1
20150207110213-868,general-gate1,1
20150207110213-868,general-gate2,1
20150207110213-868,general-gate4,1
20150207110213-868,general-gate5,1
20150207110213-868,general-gate6,2
20150207110213-868,general-gate7,1
20150207110213-868,ranger-stop0,1
20150207110213-868,ranger-stop2,1
20150208100221-140,camping7,2
20150208100221-140,entrance1,1
20150208100221-140,entrance3,1
20150208100221-140,general-gate1,2
20150208100221-140,general-gate2,2
20150208100221-140,general-gate4,1
20150208100221-140,general-gate5,2
20150208100221-140,general-gate6,2
20150208100221-140,general-gate7,1
20150208100221-140,ranger-stop0,2
20150208100221-140,ranger-stop2,2
20150208120236-553,entrance2,1
20150208120236-553,entrance4,1
20150209030226-601,entrance1,1
20150209030226-601,entrance4,1
20150209030226-601,general-gate1,1
20150209030226-601,general-gate2,1
20150209030226-601,general-gate4,1
20150209030226-601,general-gate5,1
20150209030226-601,general-gate7,1
20150209030226-601,ranger-stop0,1
20150209030226-601,ranger-stop2,1
20150209040222-611,entrance1,1
20150209040222-611,entrance2,1
20150209040222-611,general-gate1,1
20150209040222-611,general-gate2,1
20150209040222-611,general-gate4,1
20150209040222-611,general-gate7,1
20150209040222-611,ranger-stop0,1
20150209040222-611,ranger-stop2,1
20150209060238-306,camping2,2
20150209060238-306,entrance3,2
20150209060238-306,general-gate7,2
20150211030246-951,camping8,2
20150211030246-951,entrance0,1
20150211030246-951,entrance4,1
20150211030246-951,general-gate1,1
20150211030246-951,general-gate2,1
20150211030246-951,general-gate5,1
20150211030246-951,ranger-stop0,1
20150211030246-951,ranger-stop2,1
20150211030247-915,entrance1,1
20150211030247-915,entrance4,1
20150211030247-915,general-gate1,1
20150211030247-915,general-gate2,1
20150211030247-915,general-gate4,1
20150211030247-915,general-gate5,1
20150211030247-915,general-gate7,1
20150211030247-915,ranger-stop0,1
20150211030247-915,ranger-stop2,1
20150211100232-929,entrance2,1
20150211100232-929,entrance4,1
20150213020216-787,camping2,2
20150213020216-787,entrance1,2
20150213050220-905,camping5,2
20150213050220-905,entrance0,1
20150213050220-905,entrance3,1
20150213050220-905,general-gate4,1
20150213050220-905,general-gate7,2
20150213080245-239,camping1,2
20150213080245-239,entrance1,1
20150213080245-239,entrance2,1
20150213080245-239,general-gate0,1
20150213080245-239,general-gate1,1
20150213080245-239,general-gate2,1
20150213080245-239,general-gate4,1
20150213080245-239,general-gate7,1
20150213080245-239,ranger-stop0,1
20150213080245-239,ranger-stop2,1
20150214050243-579,entrance0,1
20150214050243-579,entrance2,1
20150214050243-579,general-gate1,1
20150214050243-579,general-gate2,1
20150214050243-579,ranger-stop0,1
20150214050243-579,ranger-stop2,1
20150214060215-80,camping8,2
20150214060215-80,entrance0,1
20150214060215-80,entrance1,1
20150214060215-80,general-gate1,2
20150214060215-80,general-gate2,2
20150214060215-80,general-gate4,1
20150214060215-80,general-gate7,1
20150214060215-80,ranger-stop0,2
20150214060215-80,ranger-stop2,2
20150214110221-163,entrance1,1
20150214110221-163,entrance4,1
20150214110221-163,general-gate1,1
20150214110221-163,general-gate2,1
20150214110221-163,general-gate4,1
20150214110221-163,general-gate5,1
20150214110221-163,general-gate7,1
20150214110221-163,ranger-stop0,1
20150214110221-163,ranger-stop2,1
20150215060213-419,camping8,2
20150215060213-419,entrance3,1
20150215060213-419,entrance4,1
20150215060213-419,general-gate1,1
20150215060213-419,general-gate2,1
20150215060213-419,general-gate5,1
20150215060213-419,ranger-stop0,1
20150215060213-419,ranger-stop2,1
20150215080233-547,entrance1,1
20150215080233-547,entrance2,1
20150215080233-547,general-gate1,1
20150215080233-547,general-gate2,1
20150215080233-547,general-gate4,1
20150215080233-547,general-gate7,1
20150215080233-547,ranger-stop0,1
20150215080233-547,ranger-stop2,1
20150216060224-299,entrance0,1
20150216060224-299,entrance1,1
20150216060224-299,general-gate4,1
20150216060224-299,general-gate7,1
20150218080215-880,camping4,2
20150218080215-880,entrance1,1
20150218080215-880,entrance3,1
20150218080215-880,general-gate7,1
20150219060243-351,camping3,2
20150219060243-351,entrance0,1
20150219060243-351,entrance2,1
20150219060243-351,general-gate1,1
20150219060243-351,general-gate2,1
20150219060243-351,general-gate4,2
20150219060243-351,general-gate7,2
20150219060243-351,ranger-stop0,1
20150219060243-351,ranger-stop2,1
20150220020253-931,camping6,2
20150220020253-931,entrance4,2
20150220070255-321,entrance0,1
20150220070255-321,entrance2,1
20150220070255-321,general-gate1,1
20150220070255-321,general-gate2,1
20150220070255-321,ranger-stop0,1
20150220070255-321,ranger-stop2,1
20150220100257-488,camping3,2
20150220100257-488,entrance1,1
20150220100257-488,entrance3,1
20150220100257-488,general-gate7,1
20150221010241-26,camping5,2
20150221010241-26,entrance2,1
20150221010241-26,entrance4,1
20150221010241-26,general-gate1,2
20150221010241-26,general-gate2,2
20150221010241-26,general-gate4,2
20150221010241-26,general-gate5,1
20150221010241-26,general-gate7,2
20150221010241-26,ranger-stop0,2
20150221010241-26,ranger-stop2,2
20150221010248-121,entrance2,1
20150221010248-121,entrance4,1
20150221020226-361,camping3,2
20150221020226-361,entrance0,1
20150221020226-361,entrance3,1
20150221020226-361,general-gate4,1
20150221020226-361,general-gate7,2
20150221080255-974,camping5,2
20150221080255-974,entrance0,1
20150221080255-974,entrance3,1
20150221080255-974,general-gate4,1
20150221080255-974,general-gate7,2
20150222120224-908,camping2,2
20150222120224-908,entrance2,1
20150222120224-908,entrance3,1
20150222120224-908,general-gate1,1
20150222120224-908,general-gate2,1
20150222120224-908,general-gate4,1
20150222120224-908,general-gate7,2
20150222120224-908,ranger-stop0,1
20150222120224-908,ranger-stop2,1
20150223050200-237,camping2,2
20150223050200-237,entrance0,1
20150223050200-237,entrance4,1
20150223050200-237,general-gate1,1
20150223050200-237,general-gate2,1
20150223050200-237,general-gate4,2
20150223050200-237,general-gate5,1
20150223050200-237,general-gate7,2
20150223050200-237,ranger-stop0,1
20150223050200-237,ranger-stop2,1
20150223060208-554,camping7,2
20150223060208-554,entrance3,1
20150223060208-554,entrance4,1
20150223060208-554,general-gate1,1
20150223060208-554,general-gate2,1
20150223060208-554,general-gate5,1
20150223060208-554,general-gate6,2
20150223060208-554,ranger-stop0,1
20150223060208-554,ranger-stop2,1
20150223090243-726,camping0,2
20150223090243-726,entrance2,1
20150223090243-726,entrance3,1
20150223090243-726,general-gate1,1
20150223090243-726,general-gate2,1
20150223090243-726,general-gate4,1
