id,gate,Timestamp
20150004010051-792,entrance4,1
20150004010051-792,general-gate1,2
20150004010051-792,general-gate2,2
20150004010051-792,general-gate4,2
20150004010051-792,general-gate5,1
20150004010051-792,general-gate7,2
20150004010051-792,ranger-stop0,2
20150004010051-792,ranger-stop2,2
20150004030017-259,camping4,2
20150004030017-259,entrance1,1
20150004030017-259,entrance3,1
20150004030017-259,general-gate7,1
20150004050003-330,entrance0,1
20150004050003-330,entrance3,1
20150005020044-437,camping4,2
20150005020044-437,entrance2,1
20150005020044-437,entrance3,1
20150005020044-437,general-gate1,1
20150005020044-437,general-gate2,1
20150005020044-437,general-gate4,1
20150005020044-437,general-gate7,2
20150005020044-437,ranger-stop0,1
20150005020044-437,ranger-stop2,1
20150005080045-118,camping4,2
20150005080045-118,entrance1,1
20150005080045-118,entrance2,1
20150005080045-118,general-gate1,1
20150005080045-118,general-gate2,1
20150005080045-118,general-gate4,1
20150005080045-118,general-gate7,1
20150005080045-118,ranger-stop0,1
20150005080045-118,ranger-stop2,1
20150005120027-336,entrance1,1
20150005120027-336,entrance3,1
20150005120027-336,general-gate7,1
20150006010020-419,camping4,2
20150006010020-419,entrance1,1
20150006010020-419,entrance3,1
20150006010020-419,general-gate7,1
20150006070008-822,camping8,2
20150006070008-822,entrance2,1
20150006070008-822,entrance4,1
20150006070008-822,general-gate3,1
20150006070008-822,general-gate5,1
20150007020012-126,camping3,2
20150007020012-126,entrance3,1
20150007020012-126,entrance4,1
20150007020012-126,general-gate1,1
20150007020012-126,general-gate2,1
20150007020012-126,general-gate4,1
20150007020012-126,general-gate5,1
20150007020012-126,general-gate7,2
20150007020012-126,ranger-stop0,1
20150007020012-126,ranger-stop2,1
20150007040000-591,camping3,2
20150007040000-591,entrance1,1
20150007040000-591,entrance2,1
20150007040000-591,general-gate1,1
20150007040000-591,general-gate2,1
20150007040000-591,general-gate4,1
20150007040000-591,general-gate7,1
20150007040000-591,ranger-stop0,1
20150007040000-591,ranger-stop2,1
20150007040001-180,camping3,2
20150007040001-180,entrance2,1
20150007040001-180,entrance4,1
20150007040001-180,general-gate1,2
20150007040001-180,general-gate2,2
20150007040001-180,general-gate4,2
20150007040001-180,general-gate5,1
20150007040001-180,general-gate7,2
20150007040001-180,ranger-stop0,2
20150007040001-180,ranger-stop2,2
20150007060003-154,entrance2,1
20150007060003-154,entrance4,1
20150007120029-935,entrance2,1
20150007120029-935,entrance3,1
20150007120029-935,general-gate1,1
20150007120029-935,general-gate2,1
20150007120029-935,ranger-stop0,1
20150007120029-935,ranger-stop2,1
20150008010008-348,entrance1,1
20150008010008-348,entrance3,1
20150008010008-348,general-gate7,1
20150008060003-21,camping7,2
20150008060003-21,entrance3,1
20150008060003-21,entrance4,1
20150008060003-21,general-gate1,1
20150008060003-21,general-gate2,1
20150008060003-21,general-gate5,1
20150008060003-21,general-gate6,2
20150008060003-21,ranger-stop0,1
20150008060003-21,ranger-stop2,1
20150009040035-292,camping3,2
20150009040035-292,entrance3,1
20150009040035-292,entrance4,1
20150009040035-292,general-gate1,1
20150009040035-292,general-gate2,1
20150009040035-292,general-gate4,1
20150009040035-292,general-gate5,1
20150009040035-292,general-gate7,2
20150009040035-292,ranger-stop0,1
20150009040035-292,ranger-stop2,1
20150009060037-852,camping7,2
20150009060037-852,entrance3,1
20150009060037-852,entrance4,1
20150009060037-852,general-gate1,1
20150009060037-852,general-gate2,1
20150009060037-852,general-gate5,1
20150009060037-852,general-gate6,2
20150009060037-852,ranger-stop0,1
20150009060037-852,ranger-stop2,1
20150009110038-258,camping4,2
20150009110038-258,entrance0,1
20150009110038-258,entrance3,1
20150009110038-258,general-gate4,1
20150009110038-258,general-gate7,2
20150010010032-566,entrance0,1
20150010010032-566,entrance4,1
20150010010032-566,general-gate1,1
20150010010032-566,general-gate2,1
20150010010032-566,general-gate5,1
20150010010032-566,ranger-stop0,1
20150010010032-566,ranger-stop2,1
20150010040037-125,camping5,2
20150010040037-125,entrance1,2
20150010040037-125,general-gate7,2
20150010050052-231,camping2,2
20150010050052-231,entrance4,2
20150010050052-231,general-gate1,2
20150010050052-231,general-gate2,2
20150010050052-231,general-gate4,2
20150010050052-231,general-gate5,2
20150010050052-231,general-gate7,2
20150010050052-231,ranger-stop0,2
20150010050052-231,ranger-stop2,2
20150010080005-370,camping4,2
20150010080005-370,entrance1,1
20150010080005-370,entrance3,1
20150010080005-370,general-gate7,1
20150010100022-558,camping8,2
20150010100022-558,entrance3,1
20150010100022-558,entrance4,1
20150010100022-558,general-gate1,1
20150010100022-558,general-gate2,1
20150010100022-558,general-gate5,1
20150010100022-558,ranger-stop0,1
20150010100022-558,ranger-stop2,1
20150010120016-560,entrance0,1
20150010120016-560,entrance1,1
20150010120016-560,general-gate4,1
20150010120016-560,general-gate7,1
20150010120021-402,camping7,2
20150010120021-402,entrance0,1
20150010120021-402,entrance4,1
20150010120021-402,general-gate1,1
20150010120021-402,general-gate2,1
20150010120021-402,general-gate5,1
20150010120021-402,general-gate6,2
20150010120021-402,ranger-stop0,1
20150010120021-402,ranger-stop2,1
20150010120037-8,camping2,2
20150010120037-8,entrance3,2
20150010120037-8,general-gate7,2
20150011120023-724,camping5,2
20150011120023-724,entrance3,2
20150011120023-724,general-gate7,2
20150012080004-451,camping6,2
20150012080004-451,entrance3,2
20150012080004-451,general-gate1,2
20150012080004-451,general-gate2,2
20150012080004-451,general-gate5,2
20150012080004-451,ranger-stop0,2
20150012080004-451,ranger-stop2,2
20150013020033-816,camping8,2
20150013020033-816,entrance1,1
20150013020033-816,entrance3,1
20150013020033-816,general-gate1,2
20150013020033-816,general-gate2,2
20150013020033-816,general-gate4,1
20150013020033-816,general-gate7,1
20150013020033-816,ranger-stop0,2
20150013020033-816,ranger-stop2,2
20150013040059-365,camping3,2
20150013040059-365,entrance0,1
20150013040059-365,entrance1,1
20150013040059-365,general-gate4,1
20150013040059-365,general-gate7,1
20150013050035-283,camping5,2
20150013050035-283,entrance4,2
20150013050035-283,general-gate1,2
20150013050035-283,general-gate2,2
20150013050035-283,general-gate4,2
20150013050035-283,general-gate5,2
20150013050035-283,general-gate7,2
20150013050035-283,ranger-stop0,2
20150013050035-283,ranger-stop2,2
20150013110026-797,camping5,2
20150013110026-797,entrance3,2
20150013110026-797,general-gate7,2
20150014020055-887,entrance1,1
20150014020055-887,entrance3,1
20150014020055-887,general-gate7,1
20150014120010-306,entrance0,1
20150014120010-306,entrance1,1
20150014120010-306,general-gate4,1
20150014120010-306,general-gate7,1
20150015070013-394,camping6,2
20150015070013-394,entrance2,1
20150015070013-394,entrance3,1
20150015070013-394,general-gate1,1
20150015070013-394,general-gate2,1
20150015070013-394,general-gate5,1
20150015070013-394,ranger-stop0,1
20150015070013-394,ranger-stop2,1
20150016010043-705,camping3,2
20150016010043-705,entrance1,1
20150016010043-705,entrance3,1
20150016010043-705,general-gate7,1
20150016040038-159,entrance1,1
20150016040038-159,entrance2,1
20150016040038-159,general-gate1,1
20150016040038-159,general-gate2,1
20150016040038-159,general-gate4,1
20150016040038-159,general-gate7,1
20150016040038-159,ranger-stop0,1
20150016040038-159,ranger-stop2,1
20150016090024-567,camping3,2
20150016090024-567,entrance1,1
20150016090024-567,entrance3,1
20150016090024-567,general-gate7,1
20150016090035-720,camping3,2
20150016090035-720,entrance2,1
20150016090035-720,entrance4,1
20150016090035-720,general-gate1,2
20150016090035-720,general-gate2,2
20150016090035-720,general-gate4,2
20150016090035-720,general-gate5,1
20150016090035-720,general-gate7,2
20150016090035-720,ranger-stop0,2
20150016090035-720,ranger-stop2,2
20150016120045-845,camping0,2
20150016120045-845,entrance3,1
20150016120045-845,entrance4,1
20150016120045-845,general-gate1,1
20150016120045-845,general-gate2,1
20150016120045-845,general-gate4,1
20150016120045-845,general-gate5,1
20150016120045-845,general-gate7,2
20150016120045-845,ranger-stop0,1
20150016120045-845,ranger-stop2,1
20150017040038-392,camping8,2
20150017040038-392,entrance0,1
20150017040038-392,entrance3,1
20150017040038-392,general-gate1,2
20150017040038-392,general-gate2,2
20150017040038-392,ranger-stop0,2
20150017040038-392,ranger-stop2,2
20150017050047-192,entrance0,1
20150017050047-192,entrance2,1
20150017050047-192,general-gate1,1
20150017050047-192,general-gate2,1
20150017050047-192,ranger-stop0,1
20150017050047-192,ranger-stop2,1
20150018080022-664,camping7,2
20150018080022-664,entrance1,2
20150018080022-664,general-gate1,2
20150018080022-664,general-gate2,2
20150018080022-664,general-gate4,2
20150018080022-664,general-gate5,2
20150018080022-664,general-gate6,2
20150018080022-664,general-gate7,2
20150018080022-664,ranger-stop0,2
20150018080022-664,ranger-stop2,2
20150018100013-569,camping2,2
20150018100013-569,entrance2,1
20150018100013-569,entrance3,1
20150018100013-569,general-gate1,1
20150018100013-569,general-gate2,1
20150018100013-569,general-gate4,1
20150018100013-569,general-gate7,2
20150018100013-569,ranger-stop0,1
20150018100013-569,ranger-stop2,1
20150018110057-525,camping4,2
20150018110057-525,entrance0,1
20150018110057-525,entrance4,1
20150018110057-525,general-gate1,1
20150018110057-525,general-gate2,1
20150018110057-525,general-gate4,2
20150018110057-525,general-gate5,1
20150018110057-525,general-gate7,2
20150018110057-525,ranger-stop0,1
20150018110057-525,ranger-stop2,1
20150019010004-372,camping7,2
20150019010004-372,entrance3,2
20150019010004-372,general-gate1,2
20150019010004-372,general-gate2,2
20150019010004-372,general-gate5,2
20150019010004-372,general-gate6,2
20150019010004-372,ranger-stop0,2
20150019010004-372,ranger-stop2,2
20150019010055-677,camping4,2
20150019010055-677,entrance0,2
20150019010055-677,general-gate4,2
20150019010055-677,general-gate7,2
20150019040039-358,camping6,2
20150019040039-358,entrance0,1
20150019040039-358,entrance1,1
20150019040039-358,general-gate1,2
20150019040039-358,general-gate2,2
20150019040039-358,general-gate4,1
20150019040039-358,general-gate5,2
20150019040039-358,general-gate7,1
20150019040039-358,ranger-stop0,2
20150019040039-358,ranger-stop2,2
20150019040047-472,camping8,2
20150019040047-472,entrance1,1
20150019040047-472,entrance2,1
20150019040047-472,general-gate1,1
20150019040047-472,general-gate2,1
20150019040047-472,general-gate3,1
20150019040047-472,general-gate4,1
20150019040047-472,general-gate7,1
20150019040047-472,ranger-stop0,1
20150019040047-472,ranger-stop2,1
20150020070057-880,entrance0,1
20150020070057-880,entrance2,1
20150020070057-880,general-gate1,1
20150020070057-880,general-gate2,1
20150020070057-880,ranger-stop0,1
20150020070057-880,ranger-stop2,1
20150020090018-839,camping6,2
20150020090018-839,entrance0,1
20150020090018-839,entrance3,1
20150020090018-839,general-gate1,2
20150020090018-839,general-gate2,2
20150020090018-839,general-gate5,2
20150020090018-839,ranger-stop0,2
20150020090018-839,ranger-stop2,2
20150022040009-518,camping0,2
20150022040009-518,entrance2,2
20150022040009-518,general-gate1,2
20150022040009-518,general-gate2,2
20150022040009-518,general-gate4,2
20150022040009-518,general-gate7,2
20150022040009-518,ranger-stop0,2
20150022040009-518,ranger-stop2,2
20150022090025-737,camping8,2
20150022090025-737,entrance0,1
20150022090025-737,entrance1,1
20150022090025-737,general-gate1,2
20150022090025-737,general-gate2,2
20150022090025-737,general-gate4,1
20150022090025-737,general-gate7,1
20150022090025-737,ranger-stop0,2
20150022090025-737,ranger-stop2,2
20150022120004-986,entrance2,1
20150022120004-986,entrance3,1
20150022120004-986,general-gate1,1
20150022120004-986,general-gate2,1
20150022120004-986,ranger-stop0,1
20150022120004-986,ranger-stop2,1
20150023080039-257,camping4,2
20150023080039-257,entrance0,2
20150023080039-257,general-gate4,2
20150023080039-257,general-gate7,2
20150024030045-709,entrance1,1
20150024030045-709,entrance4,1
20150024030045-709,general-gate1,1
20150024030045-709,general-gate2,1
20150024030045-709,general-gate4,1
20150024030045-709,general-gate5,1
20150024030045-709,general-gate7,1
20150024030045-709,ranger-stop0,1
20150024030045-709,ranger-stop2,1
20150024060019-914,camping5,2
20150024060019-914,entrance0,1
20150024060019-914,entrance4,1
20150024060019-914,general-gate1,1
20150024060019-914,general-gate2,1
20150024060019-914,general-gate4,2
20150024060019-914,general-gate5,1
20150024060019-914,general-gate7,2
20150024060019-914,ranger-stop0,1
20150024060019-914,ranger-stop2,1
20150024060036-489,camping4,2
20150024060036-489,entrance0,1
20150024060036-489,entrance2,1
20150024060036-489,general-gate1,1
20150024060036-489,general-gate2,1
20150024060036-489,general-gate4,2
20150024060036-489,general-gate7,2
20150024060036-489,ranger-stop0,1
20150024060036-489,ranger-stop2,1
20150024090008-901,camping8,2
20150024090008-901,entrance0,1
20150024090008-901,entrance4,1
20150024090008-901,general-gate1,1
20150024090008-901,general-gate2,1
20150024090008-901,general-gate5,1
20150024090008-901,ranger-stop0,1
20150024090008-901,ranger-stop2,1
20150024110011-994,camping8,2
20150024110011-994,entrance0,1
20150024110011-994,entrance3,1
20150024110011-994,general-gate1,2
20150024110011-994,general-gate2,2
20150024110011-994,ranger-stop0,2
20150024110011-994,ranger-stop2,2
20150024110036-855,camping3,2
20150024110036-855,entrance0,1
20150024110036-855,entrance2,1
20150024110036-855,general-gate1,1
20150024110036-855,general-gate2,1
20150024110036-855,general-gate4,2
20150024110036-855,general-gate7,2
20150024110036-855,ranger-stop0,1
20150024110036-855,ranger-stop2,1
20150024120056-588,camping3,2
20150024120056-588,entrance3,1
20150024120056-588,entrance4,1
20150024120056-588,general-gate1,1
20150024120056-588,general-gate2,1
20150024120056-588,general-gate4,1
20150024120056-588,general-gate5,1
20150024120056-588,general-gate7,2
20150024120056-588,ranger-stop0,1
20150024120056-588,ranger-stop2,1
20150025100027-993,entrance1,1
20150025100027-993,entrance3,1
20150025100027-993,general-gate7,1
20150026070015-698,camping8,2
20150026070015-698,entrance1,2
20150026070015-698,general-gate1,2
20150026070015-698,general-gate2,2
20150026070015-698,general-gate4,2
20150026070015-698,general-gate7,2
20150026070015-698,ranger-stop0,2
20150026070015-698,ranger-stop2,2
20150026110019-851,camping1,2
20150026110019-851,entrance3,1
20150026110019-851,entrance4,1
20150026110019-851,general-gate0,1
20150026110019-851,general-gate1,1
20150026110019-851,general-gate2,1
20150026110019-851,general-gate5,1
20150026110019-851,ranger-stop0,1
20150026110019-851,ranger-stop2,1
20150027100028-509,camping3,2
20150027100028-509,entrance2,1
20150027100028-509,entrance4,1
20150027100028-509,general-gate1,2
20150027100028-509,general-gate2,2
20150027100028-509,general-gate4,2
20150027100028-509,general-gate5,1
20150027100028-509,general-gate7,2
20150027100028-509,ranger-stop0,2
20150027100028-509,ranger-stop2,2
20150027100030-310,camping8,2
20150027100030-310,entrance0,1
20150027100030-310,entrance1,1
20150027100030-310,general-gate1,2
20150027100030-310,general-gate2,2
20150027100030-310,general-gate4,1
20150027100030-310,general-gate7,1
20150027100030-310,ranger-stop0,2
20150027100030-310,ranger-stop2,2
20150028030041-325,camping6,2
20150028030041-325,entrance1,1
20150028030041-325,entrance4,1
20150028030041-325,general-gate1,1
20150028030041-325,general-gate2,1
20150028030041-325,general-gate4,1
20150028030041-325,general-gate5,1
20150028030041-325,general-gate7,1
20150028030041-325,ranger-stop0,1
20150028030041-325,ranger-stop2,1
20150028060003-741,camping0,2
20150028060003-741,entrance1,2
20150028060011-953,camping6,2
20150028060011-953,entrance0,1
20150028060011-953,entrance4,1
20150028060011-953,general-gate1,1
20150028060011-953,general-gate2,1
20150028060011-953,general-gate5,1
20150028060011-953,ranger-stop0,1
20150028060011-953,ranger-stop2,1
20150029020040-164,camping7,2
20150029020040-164,entrance0,1
20150029020040-164,entrance1,1
20150029020040-164,general-gate1,2
20150029020040-164,general-gate2,2
20150029020040-164,general-gate4,1
20150029020040-164,general-gate5,2
20150029020040-164,general-gate6,2
20150029020040-164,general-gate7,1
20150029020040-164,ranger-stop0,2
20150029020040-164,ranger-stop2,2
20150030050037-993,camping4,2
20150030050037-993,entrance4,2
20150030050037-993,general-gate1,2
20150030050037-993,general-gate2,2
20150030050037-993,general-gate4,2
20150030050037-993,general-gate5,2
20150030050037-993,general-gate7,2
20150030050037-993,ranger-stop0,2
20150030050037-993,ranger-stop2,2
20150030070026-128,camping8,2
20150030070026-128,entrance1,1
20150030070026-128,entrance3,1
20150030070026-128,general-gate1,2
20150030070026-128,general-gate2,2
20150030070026-128,general-gate4,1
20150030070026-128,general-gate7,1
20150030070026-128,ranger-stop0,2
20150030070026-128,ranger-stop2,2
20150030080014-34,camping3,2
20150030080014-34,entrance1,1
20150030080014-34,entrance2,1
20150030080014-34,general-gate1,1
20150030080014-34,general-gate2,1
20150030080014-34,general-gate4,1
20150030080014-34,general-gate7,1
20150030080014-34,ranger-stop0,1
20150030080014-34,ranger-stop2,1
20150030090047-958,entrance0,1
20150030090047-958,entrance4,1
20150030090047-958,general-gate1,1
20150030090047-958,general-gate2,1
20150030090047-958,general-gate5,1
20150030090047-958,ranger-stop0,1
20150030090047-958,ranger-stop2,1
20150031030030-236,camping2,2
20150031030030-236,entrance0,1
20150031030030-236,entrance1,1
20150031030030-236,general-gate4,1
20150031030030-236,general-gate7,1
20150031040021-961,camping6,2
20150031040021-961,entrance1,1
20150031040021-961,entrance2,1
20150031040021-961,general-gate1,1
20150031040021-961,general-gate2,1
20150031040021-961,general-gate4,1
20150031040021-961,general-gate5,1
20150031040021-961,general-gate7,1
20150031040021-961,ranger-stop0,1
20150031040021-961,ranger-stop2,1
20150031050048-776,camping7,2
20150031050048-776,entrance0,1
20150031050048-776,entrance3,1
20150031050048-776,general-gate1,2
20150031050048-776,general-gate2,2
20150031050048-776,general-gate5,2
20150031050048-776,general-gate6,2
20150031050048-776,ranger-stop0,2
20150031050048-776,ranger-stop2,2
20150031060051-429,camping5,2
20150031060051-429,entrance0,1
20150031060051-429,entrance4,1
20150031060051-429,general-gate1,1
20150031060051-429,general-gate2,1
20150031060051-429,general-gate4,2
20150031060051-429,general-gate5,1
20150031060051-429,general-gate7,2
20150031060051-429,ranger-stop0,1
20150031060051-429,ranger-stop2,1
20150031070053-947,camping2,2
20150031070053-947,entrance1,1
20150031070053-947,entrance3,1
20150031070053-947,general-gate7,1
20150031100003-289,entrance2,1
20150031100003-289,entrance3,1
20150031100003-289,general-gate1,1
20150031100003-289,general-gate2,1
20150031100003-289,ranger-stop0,1
20150031100003-289,ranger-stop2,1
20150101110137-214,camping3,2
20150101110137-214,entrance1,1
20150101110137-214,entrance2,1
20150101110137-214,general-gate1,1
20150101110137-214,general-gate2,1
20150101110137-214,general-gate4,1
20150101110137-214,general-gate7,1
20150101110137-214,ranger-stop0,1
20150101110137-214,ranger-stop2,1
20150102020155-899,camping4,2
20150102020155-899,entrance2,1
20150102020155-899,entrance4,1
20150102020155-899,general-gate1,2
20150102020155-899,general-gate2,2
20150102020155-899,general-gate4,2
20150102020155-899,general-gate5,1
20150102020155-899,general-gate7,2
20150102020155-899,ranger-stop0,2
20150102020155-899,ranger-stop2,2
20150102080136-341,camping6,2
20150102080136-341,entrance0,2
20150102080136-341,general-gate1,2
20150102080136-341,general-gate2,2
20150102080136-341,general-gate5,2
20150102080136-341,ranger-stop0,2
20150102080136-341,ranger-stop2,2
20150102120122-682,entrance1,1
20150102120122-682,entrance2,1
20150102120122-682,general-gate1,1
20150102120122-682,general-gate2,1
20150102120122-682,general-gate4,1
20150102120122-682,general-gate7,1
20150102120122-682,ranger-stop0,1
20150102120122-682,ranger-stop2,1
20150102120151-257,camping2,2
20150102120151-257,entrance1,1
20150102120151-257,entrance4,1
20150102120151-257,general-gate1,1
20150102120151-257,general-gate2,1
20150102120151-257,general-gate4,1
20150102120151-257,general-gate5,1
20150102120151-257,general-gate7,1
20150102120151-257,ranger-stop0,1
20150102120151-257,ranger-stop2,1
20150103020130-343,camping4,2
20150103020130-343,entrance0,1
20150103020130-343,entrance4,1
20150103020130-343,general-gate1,1
20150103020130-343,general-gate2,1
20150103020130-343,general-gate4,2
20150103020130-343,general-gate5,1
20150103020130-343,general-gate7,2
20150103020130-343,ranger-stop0,1
20150103020130-343,ranger-stop2,1
20150103040138-632,camping8,2
20150103040138-632,entrance3,2
20150103040138-632,general-gate1,2
20150103040138-632,general-gate2,2
20150103040138-632,ranger-stop0,2
20150103040138-632,ranger-stop2,2
20150103100107-497,camping6,2
20150103100107-497,entrance1,1
20150103100107-497,entrance3,1
20150103100107-497,general-gate1,2
20150103100107-497,general-gate2,2
20150103100107-497,general-gate4,1
20150103100107-497,general-gate5,2
20150103100107-497,general-gate7,1
20150103100107-497,ranger-stop0,2
20150103100107-497,ranger-stop2,2
20150104030100-971,entrance2,1
20150104030100-971,entrance4,1
20150104040106-481,camping4,2
20150104040106-481,entrance0,1
20150104040106-481,entrance3,1
20150104040106-481,general-gate4,1
20150104040106-481,general-gate7,2
20150104050127-736,camping0,2
20150104050127-736,entrance0,1
20150104050127-736,entrance3,1
20150104050127-736,general-gate4,1
20150104050127-736,general-gate7,2
20150104120127-678,entrance0,1
20150104120127-678,entrance4,1
20150104120127-678,general-gate1,1
20150104120127-678,general-gate2,1
20150104120127-678,general-gate5,1
20150104120127-678,ranger-stop0,1
20150104120127-678,ranger-stop2,1
20150105040155-8,camping8,2
20150105040155-8,entrance2,1
20150105040155-8,entrance3,1
20150105040155-8,general-gate1,1
20150105040155-8,general-gate2,1
20150105040155-8,general-gate3,1
20150105040155-8,ranger-stop0,1
20150105040155-8,ranger-stop2,1
20150105060134-242,camping6,2
20150105060134-242,entrance4,2
20150105070153-470,camping2,2
20150105070153-470,entrance1,1
20150105070153-470,entrance4,1
20150105070153-470,general-gate1,1
20150105070153-470,general-gate2,1
20150105070153-470,general-gate4,1
20150105070153-470,general-gate5,1
20150105070153-470,general-gate7,1
20150105070153-470,ranger-stop0,1
20150105070153-470,ranger-stop2,1
20150105080122-729,camping5,2
20150105080122-729,entrance2,1
20150105080122-729,entrance4,1
20150105080122-729,general-gate1,2
20150105080122-729,general-gate2,2
20150105080122-729,general-gate4,2
20150105080122-729,general-gate5,1
20150105080122-729,general-gate7,2
20150105080122-729,ranger-stop0,2
20150105080122-729,ranger-stop2,2
20150105080156-835,entrance1,1
20150105080156-835,entrance2,1
20150105080156-835,general-gate1,1
20150105080156-835,general-gate2,1
20150105080156-835,general-gate4,1
20150105080156-835,general-gate7,1
20150105080156-835,ranger-stop0,1
20150105080156-835,ranger-stop2,1
20150105090139-623,camping0,2
20150105090139-623,entrance2,2
20150105090139-623,general-gate1,2
20150105090139-623,general-gate2,2
20150105090139-623,general-gate4,2
20150105090139-623,general-gate7,2
20150105090139-623,ranger-stop0,2
20150105090139-623,ranger-stop2,2
20150106030143-319,camping2,2
20150106030143-319,entrance1,1
20150106030143-319,entrance2,1
20150106030143-319,general-gate1,1
20150106030143-319,general-gate2,1
20150106030143-319,general-gate4,1
20150106030143-319,general-gate7,1
20150106030143-319,ranger-stop0,1
20150106030143-319,ranger-stop2,1
20150106080108-146,camping6,2
20150106080108-146,entrance0,1
20150106080108-146,entrance2,1
20150106080108-146,general-gate1,1
20150106080108-146,general-gate2,1
20150106080108-146,general-gate5,1
20150106080108-146,ranger-stop0,1
20150106080108-146,ranger-stop2,1
20150106080113-871,camping2,2
20150106080113-871,entrance2,1
20150106080113-871,entrance4,1
20150106080113-871,general-gate1,2
20150106080113-871,general-gate2,2
20150106080113-871,general-gate4,2
20150106080113-871,general-gate5,1
20150106080113-871,general-gate7,2
20150106080113-871,ranger-stop0,2
20150106080113-871,ranger-stop2,2
20150107100101-687,entrance2,1
20150107100101-687,entrance4,1
20150108040111-888,camping4,2
20150108040111-888,entrance0,1
20150108040111-888,entrance2,1
20150108040111-888,general-gate1,1
20150108040111-888,general-gate2,1
20150108040111-888,general-gate4,2
20150108040111-888,general-gate7,2
20150108040111-888,ranger-stop0,1
20150108040111-888,ranger-stop2,1
20150108040141-642,camping7,2
20150108040141-642,entrance3,1
20150108040141-642,entrance4,1
20150108040141-642,general-gate1,1
20150108040141-642,general-gate2,1
20150108040141-642,general-gate5,1
20150108040141-642,general-gate6,2
20150108040141-642,ranger-stop0,1
20150108040141-642,ranger-stop2,1
20150108060104-840,camping5,2
20150108060104-840,entrance0,1
20150108060104-840,entrance3,1
20150108060104-840,general-gate4,1
20150108060104-840,general-gate7,2
20150108080154-471,camping7,2
20150108080154-471,entrance4,2
20150108080154-471,general-gate6,2
20150108090148-800,camping3,2
20150108090148-800,entrance2,1
20150108090148-800,entrance3,1
20150108090148-800,general-gate1,1
20150108090148-800,general-gate2,1
20150108090148-800,general-gate4,1
20150108090148-800,general-gate7,2
20150108090148-800,ranger-stop0,1
20150108090148-800,ranger-stop2,1
20150108100148-571,entrance1,1
20150108100148-571,entrance2,1
20150108100148-571,general-gate1,1
20150108100148-571,general-gate2,1
20150108100148-571,general-gate4,1
20150108100148-571,general-gate7,1
20150108100148-571,ranger-stop0,1
20150108100148-571,ranger-stop2,1
20150108120140-67,camping5,2
20150108120140-67,entrance0,1
20150108120140-67,entrance3,1
20150108120140-67,general-gate4,1
20150108120140-67,general-gate7,2
20150109060133-67,camping2,2
