group_id,id
326,1049103
327,681153
328,217208
329,199491
330,1309149
331,1772990
332,375297
333,1375098
334,494245
335,782960
336,168703
337,1657440
338,1182901
339,1926243
340,998036
341,1167255
342,133312
343,620699
344,1814971
345,1524136
346,137622
347,1527648
348,213290
349,1360715
350,973383
351,1332901
352,1318910
353,827231
354,1834023
355,1312945
356,1380475
357,937230
358,1147927
359,297330
360,1743546
361,2055540
362,1356147
363,2027256
364,45157
365,1501470
366,1853179
367,1501359
368,1931664
369,1131984
370,1318220
371,841552
372,1663312
373,1340297
374,1200605
375,183761
376,1249617
377,965396
378,1702415
379,539385
380,1078883
381,1668783
382,587055
383,1671980
384,1755750
385,166128
386,2063117
387,297826
388,1591549
389,1597636
390,1821603
391,672720
392,347780
393,2070952
394,1271634
395,1881066
396,729373
397,745324
398,733383
399,386611
400,503822
401,1594971
402,134576
403,383458
404,522249
405,1196426
406,2014530
407,226280
408,629585
409,174727
410,1468523
411,1510351
412,1656756
413,2017429
414,2037862
415,1274841
416,766649
417,281931
418,1332445
419,1444056
420,1851936
421,1536334
422,428579
423,25016
424,51843
425,1513937
426,1713237
427,45124
428,2063759
429,1346459
430,1222234
431,786425
432,1167284
433,760539
434,900405
435,1148243
436,217701
437,600044
438,326279
439,861939
440,299349
441,1688339
442,1217871
443,1109173
444,1456963
445,446674
446,782351
447,1210755
448,2059488
449,697057
450,1458915
451,153860
452,1189602
453,1828926
454,2003921
455,822450
456,1485589
457,1454086
458,1458789
459,171132
460,2000496
461,73058
462,832505
463,1666800
464,596466
465,1924274
466,168485
467,510394
468,552191
469,1095099
470,2061796
471,1025781
472,437077
473,949503
474,279576
475,1111309
476,1120019
477,1884193
478,71472
479,53898
480,2017557
481,1196999
482,705064
483,984542
484,1660198
485,1116329
486,1537207
487,392869
488,1480813
489,128533
490,733140
491,1353005
492,2028347
493,49375
494,733475
495,1761397
496,1867824
497,1069800
498,14290
499,1504179
500,1536364
501,1922847
502,1948458
503,912123
504,1554601
505,1326863
506,1516513
507,2022703
508,600636
509,1561994
510,577530
511,440242
512,865019
513,825652
514,1022722
515,1419214
516,1381867
517,1520552
518,2094112
519,1174929
520,1883690
521,1531161
522,1379285
523,1999943
524,533656
525,919293
526,784784
527,115651
528,1010658
529,1071486
530,111758
531,1486520
532,1687029
533,186358
534,112328
535,1466013
536,335895
537,686826
538,1509635
539,1647231
540,1320644
541,1992556
542,863925
543,870289
544,953838
545,66208
546,867873
547,571588
548,1812068
549,439907
550,1310270
551,438619
552,893229
553,105331
554,1209830
555,1397469
556,320947
557,793703
558,1222479
559,1196605
560,681821
561,297403
562,1714626
563,1209628
564,1390240
565,1617284
566,353418
567,1034322
568,1324567
569,1112410
570,139130
571,1757396
572,1078759
573,2065708
574,1861415
575,509717
576,1962454
577,1527338
578,1115919
579,41879
580,670911
581,1132076
582,1792157
583,1751670
584,1807119
585,562597
586,584930
587,2048166
588,1777829
589,1991681
590,1016590
591,101592
592,941235
593,766183
594,1528665
595,1721166
596,312794
597,1863024
598,1465836
599,1960107
600,1803146
601,1781561
602,1350777
603,354488
604,927542
605,1995311
606,882743
607,216474
608,1045382
609,1105197
610,1795200
611,1897707
612,563231
613,1817444
614,1358002
615,1234191
616,1183864
617,1452686
618,175741
619,1647214
620,288909
621,962522
622,1476320
623,173232
624,1075494
625,1178625
626,1996962
627,327024
628,682679
629,968967
630,193115
631,1920223
632,1518067
633,1447202
634,238547
635,1614473
636,770923
637,1740708
638,854271
639,842645
640,946866
641,1426125
642,539156
643,1547652
644,256075
645,272624
646,956179
647,998192
648,78960
649,407458
650,1182572
651,778821
652,612934
653,1425069
654,1734715
655,1668820
656,365259
657,846631
658,1389673
659,1820141
660,1981451
661,635075
662,1448056
663,1470439
664,921389
665,1806891
666,1494544
667,999107
668,1236601
669,2036467
670,468827
671,1633651
672,1221593
673,1443105
674,940564
675,651835
676,1925213
677,242353
678,1008801
679,938712
680,1483829
681,1671779
682,1013683
683,1496683
684,274315
685,1010817
686,2071920
687,983590
688,1429252
689,1341804
690,596672
691,1330769
692,1635641
693,503970
694,130895
695,2015300
696,333999
697,1174028
698,1156947
699,1846978
700,107173
701,1460426
702,410496
703,1237644
704,1656601
705,928330
706,1988493
707,1960968
708,1492802
709,1511380
710,958399
711,1554984
712,1545570
713,1084813
714,1105427
715,2065364
716,1901189
717,1908621
718,2088587
719,1632547
720,1048959
721,386182
722,1404105
723,607854
724,238807
725,565351
726,937477
727,461824
728,816813
729,1872990
730,1743013
731,1112414
732,504575
733,1439498
734,1172699
735,1342989
736,1833168
737,1699262
738,464613
739,1760129
740,212756
741,1764969
742,1343758
743,321173
744,1716503
745,1528582
746,75352
747,1603285
748,1191555
749,679320
750,31994
751,1362210
752,1645785
753,186808
754,1559270
755,1518969
756,388355
757,139881
758,675612
759,233174
760,626433
761,1171244
762,1079812
763,317835
764,861665
765,1080834
766,1585206
767,386790
768,333252
769,1604228
770,1022441
771,1616457
772,57581
773,1783991
774,2064706
775,788910
776,2007242
777,1011648
778,860381
779,1381070
780,711301
781,1182208
782,1512997
783,1524848
784,193521
785,785841
786,731757
787,525889
788,1364785
789,929523
790,1939208
791,1604129
792,154530
793,1376755
794,168789
795,1241012
796,343480
797,1313613
798,1495961
799,1916216
800,1176935
801,329408
802,1061778
803,872825
804,914933
805,1099687
806,1183890
807,1355346
808,1373154
809,1163644
810,1915520
811,1223248
812,1354188
813,1462741
814,1356855
815,874070
816,491520
817,1477256
818,1400744
819,1725365
820,1821378
821,340699
822,1172049
823,1983765
824,113712
825,614566
826,1414051
827,178111
828,1196473
829,431101
830,662174
831,1029542
832,328350
833,1012604
834,1690345
835,1346524
836,1487615
837,369375
838,1620233
839,849521
840,811009
841,168811
842,603629
843,1229505
844,1095102
845,1592545
846,2058029
847,1729991
848,1677351
849,253489
850,1518130
851,2023353
852,969256
853,1496312
854,164531
855,1771790
856,1324667
857,1038396
858,1736714
859,658223
860,1116140
861,816686
862,501107
863,1547036
864,1614351
865,1475791
866,1217734
867,152460
868,1762242
869,184203
870,330141
871,927280
872,1133806
873,1822602
874,1308854
875,1030805
876,285718
877,978753
878,1760383
879,481736
880,1039702
881,1539142
882,1739749
883,16732
884,1833122
885,1185685
886,1701594
887,408230
888,1180438
889,1475763
890,1537290
891,1866264
892,1731054
893,714076
894,1683445
895,248850
896,383773
897,442891
898,428884
899,943665
900,104006
901,723831
902,504450
903,1615253
904,683188
905,1528850
906,1261486
907,726680
908,708696
909,2043905
910,1363727
911,1710343
912,229149
913,685884
914,939665
915,1439010
916,687631
917,1063750
918,61555
919,590879
920,1815696
921,1870294
922,1153455
923,67762
924,2033347
925,1715394
926,1498223
927,2082743
928,432089
929,516710
930,1882111
931,197411
932,193091
933,1566766
934,1144742
935,316746
936,1725950
937,353188
938,328657
939,1166845
940,947796
941,816550
942,1164505
943,507179
944,1310592
945,116272
946,1357618
947,1240905
948,1615419
949,519469
950,879855
951,1153615
952,2093604
953,785288
954,1560027
955,1564331
956,1956087
957,1545979
958,587043
959,302440
960,1925175
961,1089795
962,1198310
963,709950
964,284296
965,1189267
966,176710
967,1154245
968,273602
969,197811
970,535082
971,885725
972,274880
973,1227009
974,1318711
975,1614854
976,577571
977,1969388
978,1536714
979,194806
980,1980523
981,1351151
982,1162449
983,492127
984,1517929
985,1201562
986,1323128
987,1898686
988,150923
989,1134897
990,1811027
991,37720
992,2072090
993,1280718
994,1731980
995,1899215
996,1505513
997,1127780
998,1918785
999,1980990
1000,757916
1001,727327
1002,640518
1003,198118
1004,221277
1005,1856188
1006,182436
1007,311417
1008,919861
1009,1279908
1010,1144933
1011,919709
1012,1691078
1013,561319
1014,7613
1015,972519
1016,1861533
1017,159418
1018,1106029
1019,2049559
1020,901652
1021,1685871
1022,1883384
1023,1058549
1024,434962
1025,1896771
1026,1515466
1027,1822171
1028,1994529
1029,2083613
1030,1034332
1031,1543463
1032,1100326
1033,293466
1034,317411
1035,990811
1036,200828
1037,1023344
1038,1062421
1039,404079
1040,1648556
1041,148588
1042,1718771
1043,848800
1044,1053403
1045,1356646
1046,775927
1047,863011
1048,15712
1049,345353
1050,63903
1051,404385
1052,1860467
1053,734180
1054,1142698
1055,308426
1056,442914
1057,1081674
1058,1043143
1059,1967504
1060,258464
1061,422069
1062,1317574
1063,1946546
1064,834954
1065,7639
1066,224538
1067,412000
1068,227192
1069,916734
1070,363928
1071,816099
1072,412282
1073,128920
1074,1367258
1075,819869
1076,13354
1077,1469128
1078,923068
1079,1123691
1080,1436513
1081,1157259
1082,57806
1083,110626
1084,452530
1085,1697086
1086,1180958
1087,2039166
1088,2015695
1089,1749818
1090,1698488
1091,1679080
1092,1648997
1093,1061759
1094,1258107
1095,551078
1096,1113108
1097,1853425
1098,441755
1099,460384
1100,1939292
1101,1009817
1102,1233506
1103,1725488
1104,650064
1105,1509197
1106,1209128
1107,1367385
1108,184573
1109,1520389
1110,1000708
1111,1729147
1112,420195
1113,766218
1114,1571283
1115,1155253
1116,1489657
1117,1622007
1118,428152
1119,1640365
1120,987759
1121,1359667
1122,822775
1123,1659563
1124,672777
1125,1876603
1126,702567
1127,1443177
1128,398618
1129,866580
1130,132087
1131,1711010
1132,1984949
1133,1190398
1134,795956
1135,255455
1136,1855131
1137,837947
1138,1314691
1139,1796183
1140,123332
1141,45138
1142,191735
1143,1340628
1144,1097988
1145,1574554
1146,314102
1147,167523
1148,77892
1149,1820085
1150,443085
1151,270842
1152,2093585
1153,422300
1154,455752
1155,69348
1156,1997596
1157,861673
1158,1021800
1159,1267345
1160,1724240
1161,2090041
1162,885299
1163,394459
1164,1055691
1165,253140
1166,288988
1167,359236
1168,399477
1169,1367143
1170,158293
1171,1882651
1172,2087596
1173,118601
1174,1758901
1175,575073
1176,300107
1177,161781
1178,1764153
1179,1035740
1180,1108973
1181,2035400
1182,1342183
1183,334793
1184,538711
1185,1214082
1186,526691
1187,1635527
1188,80314
1189,126182
1190,1687109
1191,1908746
1192,670542
1193,527693
1194,811616
1195,1765460
1196,1782283
1197,1144531
1198,576639
1199,1758663
1200,135664
1201,788040
1202,520109
1203,1120951
1204,1477221
1205,1983777
1206,873560
1207,646717
1208,1066335
1209,1326584
1210,1257635
1211,624494
1212,1638974
1213,1513120
1214,686158
1215,110075
1216,1678214
1217,1634
1218,1526981
1219,1201916
1220,813750
1221,1856072
1222,581500
1223,1588370
1224,1920627
1225,8672
1226,127426
1227,1199860
1228,1377615
1229,2369
1230,1771245
1231,1641373
1232,1771970
1233,1823549
1234,17914
1235,947820
1236,1205005
1237,1836265
1238,834854
1239,1646130
1240,2050707
1241,368330
1242,1019827
1243,1582713
1244,1683668
1245,1526067
1246,469815
1247,422105
1248,1372248
1249,1741651
1250,45840
1251,324556
1252,1873306
1253,1388022
1254,1613678
1255,81921
1256,33136
1257,1242683
1258,1002882
1259,1340079
1260,1736972
1261,1627434
1262,629280
1263,11297
1264,659110
1265,922955
1266,671536
1267,1184040
1268,523977
1269,1696241
1270,903769
1271,1557603
1272,1310612
1273,1779722
1274,921815
1275,1337261
1276,1416498
1277,2011396
1278,1808584
1279,1364161
1280,1181119
1281,524889
1282,1953479
1283,2083152
1284,559328
1285,1209474
1286,630239
1287,318235
1288,1730737
1289,665331
1290,678292
1291,1571959
1292,212022
1293,204057
1294,1322210
1295,1586846
1296,1623204
1297,528530
1298,1180630
1299,1281941
1300,884260
1301,934704
1302,2095284
1303,492817
1304,117551
1305,1861684
1306,1130496
1307,313742
1308,62001
1309,1980139
1310,1388440
1311,772368
1312,1130268
1313,258264
1314,1751094
1315,1059623
1316,1146756
1317,593363
1318,19162
1319,1047819
1320,1921770
1321,1394394
1322,1522107
1323,862889
1324,2007070
1325,382206
1326,1235149
1327,1787551
1328,2032678
1329,206987
1330,1524051
1331,1772261
1332,1382909
1333,1358477
1334,796138
1335,1669204
1336,1964725
1337,1340196
1338,1717998
1339,166477
1340,1830372
1341,1276624
1342,473436
1343,1253108
1344,1537168
1345,1485127
1346,1279087
1347,268856
1348,1947812
1349,1156155
1350,1224921
1351,311016
1352,40715
1353,1392457
1354,2086317
1355,1185688
1356,1712829
1357,1811825
1358,597146
1359,1643608
1360,1242773
1361,1409279
1362,120476
1363,1010409
1364,1244495
1365,1328587
1366,1461327
1367,1480703
1368,393107
1369,36486
1370,223773
1371,1250941
1372,1300247
1373,856067
1374,1912012
1375,1623035
1376,1970360
1377,1815356
1378,1943233
1379,570267
1380,1562191
1381,6110
1382,1534016
1383,230498
1384,1971852
1385,1892706
1386,539865
1387,464830
1388,889064
1389,1446839
1390,560114
1391,850324
1392,444008
1393,1006879
1394,271017
1395,211472
1396,425037
1397,818521
1398,1838940
1399,193473
1400,181968
1401,304745
1402,1140789
1403,1562922
1404,650127
1405,1587140
1406,1224221
1407,428418
1408,953651
1409,694154
1410,314497
1411,1237523
1412,745640
1413,957350
1414,1352988
1415,1103750
1416,1361307
1417,596343
1418,388727
1419,381150
1420,1945950
1421,297564
1422,1439563
1423,1430968
1424,1627198
1425,359163
1426,465129
1427,1952264
1428,1456293
1429,859113
1430,1675439
1431,750190
1432,1187497
1433,599606
1434,1525103
1435,1714092
1436,1900340
1437,1491271
1438,487862
1439,523378
1440,1854510
1441,249267
1442,1091602
1443,1811210
1444,678625
1445,258938
1446,1585316
1447,1437652
1448,287114
1449,1828090
1450,1598265
1451,612084
1452,619428
1453,1119629
1454,1576452
1455,647574
1456,121980
1457,1379586
1458,1711758
1459,60633
1460,565653
1461,912170
1462,2033656
1463,572357
1464,163791
1465,214139
1466,2057127
1467,1950381
1468,232689
1469,234387
1470,1654909
1471,1631849
1472,1971401
1473,1985225
1474,2061758
1475,202739
1476,1270619
1477,166900
1478,1053453
1479,2000894
1480,845135
1481,1739657
1482,176062
1483,1156573
1484,1642096
1485,1658699
1486,1435666
1487,1088488
1488,1098136
1489,1643902
1490,1856633
1491,620478
1492,1731611
1493,87021
1494,438261
1495,1321386
1496,1210589
1497,558950
1498,135051
1499,1197119
1500,2025656
1501,596000
1502,655459
1503,855493
1504,1494785
1505,946134
1506,164193
1507,1905468
1508,539017
1509,1538447
1510,1759070
1511,823565
1512,1558970
1513,1362007
1514,1059462
1515,136568
1516,1417930
1517,1258281
1518,13920
1519,1140349
1520,171900
1521,1806328
1522,180661
1523,625907
1524,1003128
1525,781473
1526,145274
1527,1773028
1528,502769
1529,954790
1530,855712
1531,697469
1532,2005732
1533,717052
1534,1626629
1535,1517572
1536,2070499
1537,72753
1538,99641
1539,795970
1540,566677
1541,1947014
1542,1461139
1543,1338713
1544,46326
1545,1106999
1546,1984722
1547,444736
1548,1492555
1549,1607917
1550,1890914
1551,1784467
1552,1175862
1553,1693514
1554,1070639
1555,1809420
1556,1846142
1557,258503
1558,328274
1559,1829621
1560,1164755
1561,25747
1562,476635
1563,841348
1564,1095464
1565,912623
1566,1652795
1567,1723967
1568,822936
1569,440437
1570,2012017
1571,1243677
1572,1463578
1573,1730554
1574,1618639
1575,1334702
1576,1606361
1577,1621849
1578,1530719
1579,40624
1580,1136377
1581,1264051
1582,1165018
1583,922969
1584,941
1585,246199
1586,1103365
1587,749964
1588,1855710
1589,1155470
1590,625981
1591,1783565
1592,1412224
1593,67063
1594,884921
1595,1229444
1596,2038280
1597,209419
1598,1836644
1599,423379
1600,1378816
1601,1350073
1602,1058644
1603,411180
1604,1713869
1605,491409
1606,1188657
1607,47758
1608,1888873
1609,1211560
1610,1721903
1611,1738952
1612,1841571
1613,1290405
1614,1163825
1615,1272536
1616,640904
1617,1473040
1618,617788
1619,1049333
1620,356121
1621,1171139
1622,840358
1623,125285
1624,1183766
1625,1674281
1626,1697096
1627,659383
1628,68697
1629,1660730
1630,1061215
1631,1986003
1632,1528847
1633,1369183
1634,2011852
1635,2030666
1636,1336465
1637,1770482
1638,2062993
1639,1385104
1640,564169
1641,1230425
1642,1965716
1643,1827552
1644,108697
1645,1452626
1646,1709971
1647,1010543
1648,1495846
1649,752231
1650,910527
1651,120607
1652,2031481
1653,616886
1654,2037361
1655,1871817
1656,483809
1657,1186622
1658,1717660
1659,1431963
1660,938574
1661,277532
1662,522453
1663,688018
1664,309835
1665,1446290
1666,1306211
1667,1264945
1668,1190250
1669,1414212
1670,1567378
1671,157752
1672,1089957
1673,2090763
1674,827020
1675,1027276
1676,1544708
1677,2007515
1678,236573
1679,1952341
1680,1940907
1681,1417701
1682,747874
1683,1906065
1684,1196253
1685,705880
1686,248178
1687,1649471
1688,1724998
1689,17612
1690,1052726
1691,357306
1692,1401527
1693,696335
1694,1497281
1695,931049
1696,357245
1697,1692925
1698,1405426
1699,714380
1700,1459714
1701,575771
1702,1234713
1703,1410699
1704,1749109
1705,737536
1706,1674612
1707,1836750
1708,953272
1709,754017
1710,1028027
1711,642151
1712,1730627
1713,238781
1714,445819
1715,577826
1716,443711
1717,15715
1718,1549032
1719,1498108
1720,2085568
1721,1795965
1722,1675114
1723,740139
1724,2071017
1725,637839
1726,878281
1727,250430
1728,1414174
1729,1432249
1730,1827053
1731,1728290
1732,1099345
1733,287839
1734,660201
1735,1487166
1736,695875
1737,1258904
1738,1109328
1739,58238
1740,2027515
1741,665529
1742,1175874
1743,646317
1744,579597
1745,916602
1746,2042589
1747,1235058
1748,1519585
1749,883776
1750,1693204
1751,1326570
1752,279854
1753,1629621
1754,703402
1755,285099
1756,496306
1757,1626169
1758,2023392
1759,431280
1760,942816
1761,1991946
1762,679841
1763,179386
1764,1629590
1765,548934
1766,1135908
1767,1207988
1768,1416116
1769,1264820
1770,1448132
1771,2095668
1772,894080
1773,1118800
1774,726657
1775,264353
1776,1368712
1777,1626434
1778,401037
1779,442451
1780,948452
1781,395694
1782,1089132
1783,1803738
1784,2030871
1785,2017286
1786,1667325
1787,330183
1788,2043478
1789,49836
1790,1370380
1791,1680161
1792,380513
1793,1635041
1794,321864
1795,694782
1796,77985
1797,1072884
1798,1173017
1799,947419
1800,1122884
1801,206009
1802,1178973
1803,1401329
1804,1711765
1805,272033
1806,327664
1807,1685422
1808,1880302
1809,736288
1810,1402103
1811,522415
1812,695426
1813,1852033
1814,916271
1815,930960
1816,74204
1817,1748887
1818,1520446
1819,1322472
1820,349875
1821,453840
1822,1044665
1823,1038617
1824,593798
1825,1122128
1826,521178
1827,1655591
1828,884409
1829,167351
1830,1360635
1831,2003777
1832,1316634
1833,1135698
1834,1321313
1835,576890
1836,1858909
1837,554218
1838,404087
1839,1279049
1840,260080
1841,755541
1842,1288884
1843,396118
1844,1362999
1845,1274574
1846,1187061
1847,705510
1848,1493212
1849,1346444
1850,904007
1851,241275
1852,122981
1853,1834564
1854,330063
1855,1038231
1856,731580
1857,1195510
1858,925219
1859,1339725
1860,1735923
1861,895998
1862,1865024
1863,1495823
1864,1008021
1865,2004907
1866,1906784
1867,490354
1868,1962745
1869,1624236
1870,468233
1871,797308
1872,500535
1873,111015
1874,1065048
1875,1573175
1876,1426034
1877,1088607
1878,1477339
1879,1851962
1880,1318486
1881,395602
1882,1480135
1883,1793436
1884,618463
1885,1958457
1886,1310370
1887,1415247
1888,1968047
1889,680083
1890,1968814
1891,1450327
1892,150987
1893,1033375
1894,499898
1895,2088684
1896,1690009
1897,869906
1898,1308552
1899,1605640
1900,2077712
1901,1052740
