group_id,id,size
237,1411899,5
238,1648195,2
239,1866977,2
240,1503440,3
241,1322580,3
242,1439905,2
243,1051684,1
244,1781105,3
245,1058673,3
246,1068896,2
247,1143660,4
248,461178,3
249,1138286,2
250,1426952,1
251,848858,4
252,2050925,4
253,1474864,1
254,1392770,2
255,211669,2
256,1616612,1
257,1557125,3
258,1865730,1
259,389918,4
260,1311571,3
261,384823,1
262,398386,3
263,1839291,1
264,1944302,1
265,1463759,1
266,1675066,1
267,578583,4
268,1574806,3
269,216531,4
270,1379445,3
271,2037467,4
272,1828369,4
273,1874212,4
274,666974,2
275,1623641,10
276,1010003,11
277,750693,10
278,97597,9
279,1881213,7
280,1931939,9
281,1958194,1
282,1143027,2
283,2049819,4
284,58228,3
285,489103,3
286,549257,3
287,859038,1
288,2055411,4
289,313835,2
290,408469,2
291,1434060,4
292,1285212,4
293,1887849,1
294,1978512,2
295,1594224,3
296,1737703,1
297,285462,2
298,1922244,1
299,273748,3
300,1849728,2
301,2056236,3
302,163330,3
303,825258,3
304,1865549,3
305,293893,3
306,563791,3
307,573534,1
308,539617,1
309,698208,1
310,1758925,2
311,639466,4
312,1188959,4
313,2086443,5
314,2045447,4
315,1116214,1
316,1344899,1
317,505182,4
318,594316,2
319,1941845,2
320,1518492,4
321,1926951,4
322,1559770,2
323,316194,4
324,1455657,2
325,89618,1
326,1049103,2
327,681153,3
328,217208,3
329,199491,5
330,1309149,2
331,1772990,1
332,375297,2
333,1375098,2
334,494245,1
335,782960,4
336,168703,2
337,1657440,2
338,1182901,1
339,1926243,1
340,998036,4
341,1167255,2
342,133312,1
343,620699,4
344,1814971,3
345,1524136,3
346,137622,1
347,1527648,4
348,213290,4
349,1360715,4
350,973383,1
351,1332901,2
352,1318910,2
353,827231,4
354,1834023,3
355,1312945,2
356,1380475,3
357,937230,1
358,1147927,2
359,297330,2
360,1743546,1
361,2055540,2
362,1356147,4
363,2027256,1
364,45157,1
365,1501470,2
366,1853179,2
367,1501359,1
368,1931664,5
369,1131984,1
370,1318220,1
371,841552,1
372,1663312,2
373,1340297,2
374,1200605,2
375,183761,1
376,1249617,4
377,965396,3
378,1702415,4
379,539385,3
380,1078883,2
381,1668783,1
382,587055,1
383,1671980,4
384,1755750,4
385,166128,4
386,2063117,10
387,297826,11
388,1591549,11
389,1597636,9
390,1821603,8
391,672720,3
392,347780,3
393,2070952,4
394,1271634,2
395,1881066,4
396,729373,3
397,745324,1
398,733383,5
399,386611,2
400,503822,1
401,1594971,1
402,134576,1
403,383458,1
404,522249,2
405,1196426,2
406,2014530,4
407,226280,4
408,629585,3
409,174727,1
410,1468523,2
411,1510351,2
412,1656756,2
413,2017429,4
414,2037862,5
415,1274841,1
416,766649,3
417,281931,3
418,1332445,3
419,1444056,1
420,1851936,2
421,1536334,10
422,428579,11
423,25016,8
424,51843,10
425,1513937,11
426,1713237,10
427,45124,8
428,2063759,3
429,1346459,1
430,1222234,2
431,786425,1
432,1167284,2
433,760539,3
434,900405,1
435,1148243,4
436,217701,1
437,600044,1
438,326279,1
439,861939,1
440,299349,4
441,1688339,2
442,1217871,4
443,1109173,2
444,1456963,3
445,446674,3
446,782351,1
447,1210755,2
448,2059488,1
449,697057,1
450,1458915,1
451,153860,2
452,1189602,1
453,1828926,3
454,2003921,1
455,822450,5
456,1485589,2
457,1454086,2
458,1458789,1
459,171132,2
460,2000496,2
461,73058,1
462,832505,4
463,1666800,4
464,596466,3
465,1924274,3
466,168485,2
467,510394,2
468,552191,3
469,1095099,1
470,2061796,5
471,1025781,1
472,437077,1
473,949503,1
474,279576,4
475,1111309,3
476,1120019,4
477,1884193,4
478,71472,1
479,53898,1
480,2017557,3
481,1196999,3
482,705064,1
483,984542,1
484,1660198,7
485,1116329,1
486,1537207,6
487,392869,6
488,1480813,6
489,128533,6
490,733140,8
491,1353005,7
492,2028347,3
493,49375,1
494,733475,1
495,1761397,1
496,1867824,1
497,1069800,2
498,14290,4
499,1504179,3
500,1536364,2
501,1922847,4
502,1948458,3
503,912123,3
504,1554601,2
505,1326863,2
506,1516513,2
507,2022703,1
508,600636,3
509,1561994,2
510,577530,1
511,440242,1
512,865019,4
513,825652,1
514,1022722,4
515,1419214,3
516,1381867,5
517,1520552,2
518,2094112,2
519,1174929,1
520,1883690,3
521,1531161,2
522,1379285,4
523,1999943,3
524,533656,5
525,919293,4
526,784784,4
527,115651,4
528,1010658,3
529,1071486,4
530,111758,1
531,1486520,2
532,1687029,1
533,186358,4
534,112328,1
535,1466013,2
536,335895,3
537,686826,3
538,1509635,3
539,1647231,4
540,1320644,3
541,1992556,1
542,863925,3
543,870289,1
544,953838,1
545,66208,6
546,867873,4
547,571588,1
548,1812068,4
549,439907,1
550,1310270,4
551,438619,2
552,893229,5
553,105331,2
554,1209830,2
555,1397469,1
556,320947,4
557,793703,3
558,1222479,2
559,1196605,5
560,681821,3
561,297403,4
562,1714626,2
563,1209628,2
564,1390240,3
565,1617284,1
566,353418,1
567,1034322,2
568,1324567,5
569,1112410,4
570,139130,2
571,1757396,4
572,1078759,3
573,2065708,5
574,1861415,3
575,509717,1
576,1962454,4
577,1527338,3
578,1115919,3
579,41879,1
580,670911,5
581,1132076,2
582,1792157,4
583,1751670,5
584,1807119,2
585,562597,1
586,584930,3
587,2048166,2
588,1777829,2
589,1991681,2
590,1016590,2
591,101592,1
592,941235,1
593,766183,1
594,1528665,3
595,1721166,3
596,312794,1
597,1863024,4
598,1465836,3
599,1960107,5
600,1803146,2
601,1781561,3
602,1350777,2
603,354488,4
604,927542,3
605,1995311,2
606,882743,9
607,216474,9
608,1045382,9
609,1105197,9
610,1795200,8
611,1897707,8
612,563231,9
613,1817444,4
614,1358002,2
615,1234191,2
616,1183864,3
617,1452686,1
618,175741,3
619,1647214,2
620,288909,3
621,962522,4
622,1476320,4
623,173232,1
624,1075494,7
625,1178625,1
626,1996962,7
627,327024,1
628,682679,1
629,968967,1
630,193115,4
631,1920223,2
632,1518067,4
633,1447202,1
634,238547,5
635,1614473,3
636,770923,3
637,1740708,3
638,854271,4
639,842645,4
640,946866,1
641,1426125,5
642,539156,3
643,1547652,1
644,256075,2
645,272624,1
646,956179,5
647,998192,1
648,78960,4
649,407458,3
650,1182572,5
651,778821,3
652,612934,2
653,1425069,3
654,1734715,4
655,1668820,1
656,365259,1
657,846631,1
658,1389673,4
659,1820141,4
660,1981451,5
661,635075,3
662,1448056,1
663,1470439,1
664,921389,3
665,1806891,2
666,1494544,1
667,999107,1
668,1236601,1
669,2036467,2
670,468827,2
671,1633651,4
672,1221593,2
673,1443105,4
674,940564,4
675,651835,6
676,1925213,2
677,242353,1
678,1008801,2
679,938712,3
680,1483829,1
681,1671779,2
682,1013683,1
683,1496683,2
684,274315,1
685,1010817,1
686,2071920,2
687,983590,1
688,1429252,3
689,1341804,5
690,596672,1
691,1330769,4
692,1635641,3
693,503970,3
694,130895,1
695,2015300,2
696,333999,2
697,1174028,2
698,1156947,1
699,1846978,1
700,107173,1
701,1460426,4
702,410496,1
703,1237644,2
704,1656601,5
705,928330,1
706,1988493,2
707,1960968,3
708,1492802,2
709,1511380,1
710,958399,1
711,1554984,4
712,1545570,4
713,1084813,3
714,1105427,4
715,2065364,3
716,1901189,2
717,1908621,2
718,2088587,2
719,1632547,3
720,1048959,2
721,386182,4
722,1404105,2
723,607854,2
724,238807,3
725,565351,1
726,937477,5
727,461824,2
728,816813,1
729,1872990,3
730,1743013,4
731,1112414,2
732,504575,6
733,1439498,2
734,1172699,4
735,1342989,3
736,1833168,4
737,1699262,1
738,464613,1
739,1760129,1
740,212756,6
741,1764969,4
742,1343758,4
743,321173,10
744,1716503,11
745,1528582,7
746,75352,7
747,1603285,11
748,1191555,2
749,679320,5
750,31994,1
751,1362210,1
752,1645785,3
753,186808,4
754,1559270,4
755,1518969,2
756,388355,5
757,139881,4
758,675612,2
759,233174,3
760,626433,1
761,1171244,2
762,1079812,2
763,317835,4
764,861665,3
765,1080834,2
766,1585206,1
767,386790,3
768,333252,1
769,1604228,4
770,1022441,2
771,1616457,3
772,57581,1
773,1783991,2
774,2064706,2
775,788910,1
776,2007242,2
777,1011648,3
778,860381,1
779,1381070,2
780,711301,1
781,1182208,1
782,1512997,2
783,1524848,2
784,193521,3
785,785841,5
786,731757,4
787,525889,4
788,1364785,3
789,929523,4
790,1939208,1
791,1604129,2
792,154530,2
793,1376755,4
794,168789,1
795,1241012,2
796,343480,4
797,1313613,3
798,1495961,1
799,1916216,2
800,1176935,3
801,329408,5
802,1061778,3
803,872825,5
804,914933,3
805,1099687,2
806,1183890,2
807,1355346,1
808,1373154,3
809,1163644,2
810,1915520,2
811,1223248,2
812,1354188,2
813,1462741,4
814,1356855,3
815,874070,1
816,491520,1
817,1477256,5
818,1400744,3
819,1725365,1
820,1821378,1
821,340699,3
822,1172049,4
823,1983765,1
824,113712,2
825,614566,1
826,1414051,1
827,178111,5
828,1196473,4
829,431101,5
830,662174,1
831,1029542,2
832,328350,2
833,1012604,2
834,1690345,1
835,1346524,2
836,1487615,1
837,369375,4
838,1620233,1
839,849521,1
840,811009,1
841,168811,6
842,603629,1
843,1229505,2
844,1095102,4
845,1592545,3
846,2058029,3
847,1729991,4
848,1677351,1
849,253489,3
850,1518130,2
851,2023353,1
852,969256,1
853,1496312,1
854,164531,2
855,1771790,4
856,1324667,3
857,1038396,2
858,1736714,2
859,658223,5
860,1116140,2
861,816686,1
862,501107,5
863,1547036,3
864,1614351,2
865,1475791,2
866,1217734,2
867,152460,5
868,1762242,1
869,184203,2
870,330141,1
871,927280,4
872,1133806,4
873,1822602,4
874,1308854,3
875,1030805,2
876,285718,1
877,978753,1
878,1760383,1
879,481736,4
880,1039702,1
881,1539142,3
882,1739749,2
883,16732,2
884,1833122,4
885,1185685,2
886,1701594,2
887,408230,3
888,1180438,2
889,1475763,5
890,1537290,5
891,1866264,2
892,1731054,4
893,714076,3
894,1683445,4
895,248850,1
896,383773,1
897,442891,5
898,428884,1
899,943665,1
900,104006,5
901,723831,4
902,504450,1
903,1615253,2
904,683188,5
905,1528850,5
906,1261486,5
907,726680,1
908,708696,1
909,2043905,2
910,1363727,1
911,1710343,2
912,229149,4
913,685884,1
914,939665,1
915,1439010,2
916,687631,1
917,1063750,2
918,61555,4
919,590879,1
920,1815696,6
921,1870294,6
922,1153455,8
923,67762,7
924,2033347,8
925,1715394,8
926,1498223,7
927,2082743,7
928,432089,8
929,516710,7
930,1882111,2
931,197411,4
932,193091,2
933,1566766,2
934,1144742,4
935,316746,2
936,1725950,3
937,353188,2
938,328657,6
939,1166845,4
940,947796,2
941,816550,2
942,1164505,1
943,507179,7
944,1310592,11
945,116272,7
946,1357618,9
947,1240905,8
948,1615419,10
949,519469,10
950,879855,4
951,1153615,10
952,2093604,6
953,785288,11
954,1560027,9
955,1564331,10
956,1956087,11
957,1545979,10
958,587043,5
959,302440,2
960,1925175,2
961,1089795,3
962,1198310,4
963,709950,5
964,284296,1
965,1189267,5
966,176710,4
967,1154245,2
968,273602,2
969,197811,4
970,535082,1
971,885725,3
972,274880,3
973,1227009,3
974,1318711,3
975,1614854,2
976,577571,2
977,1969388,2
978,1536714,2
979,194806,2
980,1980523,3
981,1351151,4
982,1162449,2
983,492127,2
984,1517929,2
985,1201562,3
986,1323128,3
987,1898686,1
988,150923,4
989,1134897,2
990,1811027,4
991,37720,4
992,2072090,3
993,1280718,4
994,1731980,5
995,1899215,1
996,1505513,2
997,1127780,5
998,1918785,2
999,1980990,1
1000,757916,3
1001,727327,3
1002,640518,1
1003,198118,2
1004,221277,2
1005,1856188,3
1006,182436,2
1007,311417,3
1008,919861,1
1009,1279908,2
1010,1144933,8
1011,919709,11
1012,1691078,7
1013,561319,7
1014,7613,11
1015,972519,8
1016,1861533,4
1017,159418,2
1018,1106029,2
1019,2049559,5
1020,901652,1
1021,1685871,2
1022,1883384,3
1023,1058549,1
1024,434962,1
1025,1896771,3
1026,1515466,2
1027,1822171,2
1028,1994529,3
1029,2083613,1
1030,1034332,2
1031,1543463,4
1032,1100326,2
1033,293466,3
1034,317411,3
1035,990811,1
1036,200828,3
1037,1023344,5
1038,1062421,3
1039,404079,2
1040,1648556,3
1041,148588,2
1042,1718771,3
1043,848800,1
1044,1053403,2
1045,1356646,3
1046,775927,2
1047,863011,3
1048,15712,1
1049,345353,5
1050,63903,5
1051,404385,3
1052,1860467,1
1053,734180,4
1054,1142698,3
1055,308426,1
1056,442914,1
1057,1081674,4
1058,1043143,2
1059,1967504,2
1060,258464,2
1061,422069,3
1062,1317574,4
1063,1946546,1
1064,834954,3
1065,7639,4
1066,224538,3
1067,412000,3
1068,227192,1
1069,916734,3
1070,363928,5
1071,816099,5
1072,412282,1
1073,128920,3
1074,1367258,2
1075,819869,3
1076,13354,1
1077,1469128,1
1078,923068,4
1079,1123691,3
1080,1436513,4
1081,1157259,4
1082,57806,2
1083,110626,2
1084,452530,4
1085,1697086,1
1086,1180958,2
1087,2039166,1
1088,2015695,3
1089,1749818,5
1090,1698488,3
1091,1679080,5
1092,1648997,3
1093,1061759,2
1094,1258107,2
1095,551078,1
1096,1113108,5
1097,1853425,1
1098,441755,2
1099,460384,5
1100,1939292,4
1101,1009817,2
1102,1233506,4
1103,1725488,3
1104,650064,1
1105,1509197,2
1106,1209128,4
1107,1367385,4
1108,184573,3
1109,1520389,4
1110,1000708,3
1111,1729147,2
1112,420195,1
1113,766218,1
1114,1571283,3
1115,1155253,3
1116,1489657,2
1117,1622007,3
1118,428152,3
1119,1640365,3
1120,987759,4
1121,1359667,2
1122,822775,2
1123,1659563,3
1124,672777,3
1125,1876603,5
1126,702567,1
1127,1443177,1
1128,398618,1
1129,866580,3
1130,132087,2
1131,1711010,3
1132,1984949,5
1133,1190398,3
1134,795956,3
1135,255455,4
1136,1855131,5
1137,837947,2
1138,1314691,3
1139,1796183,5
1140,123332,4
1141,45138,3
1142,191735,3
1143,1340628,5
1144,1097988,2
1145,1574554,4
1146,314102,5
1147,167523,1
1148,77892,1
1149,1820085,1
1150,443085,3
1151,270842,3
1152,2093585,4
1153,422300,1
1154,455752,1
1155,69348,3
1156,1997596,1
1157,861673,4
1158,1021800,3
1159,1267345,4
1160,1724240,4
1161,2090041,2
1162,885299,1
1163,394459,4
1164,1055691,3
1165,253140,3
1166,288988,1
1167,359236,3
1168,399477,4
1169,1367143,3
1170,158293,3
1171,1882651,4
1172,2087596,2
1173,118601,4
1174,1758901,2
1175,575073,1
1176,300107,4
1177,161781,1
1178,1764153,3
1179,1035740,3
1180,1108973,2
1181,2035400,1
1182,1342183,2
1183,334793,1
1184,538711,2
1185,1214082,4
1186,526691,2
1187,1635527,1
1188,80314,6
1189,126182,4
1190,1687109,2
1191,1908746,1
1192,670542,5
1193,527693,1
1194,811616,1
1195,1765460,2
1196,1782283,5
1197,1144531,4
1198,576639,4
1199,1758663,2
1200,135664,4
1201,788040,4
1202,520109,1
1203,1120951,3
1204,1477221,1
1205,1983777,1
1206,873560,1
1207,646717,6
1208,1066335,3
1209,1326584,5
1210,1257635,4
1211,624494,3
1212,1638974,4
1213,1513120,2
1214,686158,1
1215,110075,1
1216,1678214,1
1217,1634,2
1218,1526981,4
1219,1201916,1
1220,813750,3
1221,1856072,2
1222,581500,3
1223,1588370,2
1224,1920627,2
1225,8672,4
1226,127426,3
1227,1199860,3
1228,1377615,1
1229,2369,3
1230,1771245,3
1231,1641373,4
1232,1771970,2
1233,1823549,4
1234,17914,1
1235,947820,3
1236,1205005,4
1237,1836265,3
1238,834854,4
1239,1646130,2
1240,2050707,1
1241,368330,4
1242,1019827,10
1243,1582713,9
1244,1683668,4
1245,1526067,9
1246,469815,10
1247,422105,9
1248,1372248,6
1249,1741651,3
1250,45840,4
1251,324556,1
1252,1873306,4
1253,1388022,3
1254,1613678,1
1255,81921,4
1256,33136,2
1257,1242683,4
1258,1002882,10
1259,1340079,9
1260,1736972,8
1261,1627434,7
1262,629280,10
1263,11297,2
1264,659110,3
1265,922955,2
1266,671536,5
1267,1184040,4
1268,523977,1
1269,1696241,1
1270,903769,1
1271,1557603,4
1272,1310612,2
1273,1779722,1
1274,921815,4
1275,1337261,1
1276,1416498,3
1277,2011396,1
1278,1808584,4
1279,1364161,2
1280,1181119,1
1281,524889,3
1282,1953479,3
1283,2083152,1
1284,559328,3
1285,1209474,2
1286,630239,6
1287,318235,6
1288,1730737,6
1289,665331,7
1290,678292,6
1291,1571959,6
1292,212022,3
1293,204057,5
1294,1322210,2
1295,1586846,3
1296,1623204,2
1297,528530,2
1298,1180630,4
1299,1281941,1
1300,884260,1
1301,934704,3
1302,2095284,5
1303,492817,5
1304,117551,2
1305,1861684,6
1306,1130496,7
1307,313742,7
1308,62001,8
1309,1980139,8
1310,1388440,1
1311,772368,1
1312,1130268,5
1313,258264,4
1314,1751094,3
1315,1059623,4
1316,1146756,4
1317,593363,4
1318,19162,2
1319,1047819,3
1320,1921770,1
1321,1394394,1
1322,1522107,4
1323,862889,1
1324,2007070,4
1325,382206,4
1326,1235149,3
1327,1787551,8
1328,2032678,3
1329,206987,4
1330,1524051,5
1331,1772261,1
1332,1382909,3
1333,1358477,8
1334,796138,8
1335,1669204,4
1336,1964725,6
1337,1340196,7
1338,1717998,7
1339,166477,8
1340,1830372,2
1341,1276624,3
1342,473436,4
1343,1253108,3
1344,1537168,3
1345,1485127,3
1346,1279087,1
1347,268856,4
1348,1947812,1
1349,1156155,2
1350,1224921,1
1351,311016,3
1352,40715,2
1353,1392457,2
1354,2086317,5
1355,1185688,3
1356,1712829,3
1357,1811825,2
1358,597146,3
1359,1643608,2
1360,1242773,1
1361,1409279,4
1362,120476,5
1363,1010409,2
1364,1244495,4
1365,1328587,4
1366,1461327,4
1367,1480703,6
1368,393107,8
1369,36486,7
1370,223773,7
1371,1250941,1
1372,1300247,7
1373,856067,8
1374,1912012,7
1375,1623035,1
1376,1970360,1
1377,1815356,4
1378,1943233,1
1379,570267,3
1380,1562191,1
1381,6110,7
1382,1534016,8
1383,230498,8
1384,1971852,6
1385,1892706,7
1386,539865,6
1387,464830,1
1388,889064,1
1389,1446839,5
1390,560114,1
1391,850324,1
1392,444008,4
1393,1006879,3
1394,271017,1
1395,211472,2
1396,425037,2
1397,818521,3
1398,1838940,2
1399,193473,1
1400,181968,5
1401,304745,5
1402,1140789,2
1403,1562922,2
1404,650127,3
1405,1587140,3
1406,1224221,3
1407,428418,4
1408,953651,5
1409,694154,3
1410,314497,4
1411,1237523,2
1412,745640,1
1413,957350,3
1414,1352988,2
1415,1103750,3
1416,1361307,2
1417,596343,3
1418,388727,5
1419,381150,1
1420,1945950,2
1421,297564,3
1422,1439563,4
1423,1430968,2
1424,1627198,3
1425,359163,4
1426,465129,3
1427,1952264,4
1428,1456293,1
1429,859113,3
1430,1675439,2
1431,750190,4
1432,1187497,4
1433,599606,3
1434,1525103,1
1435,1714092,2
1436,1900340,4
1437,1491271,2
1438,487862,3
1439,523378,1
1440,1854510,2
1441,249267,4
1442,1091602,2
1443,1811210,4
1444,678625,3
1445,258938,3
1446,1585316,3
1447,1437652,4
1448,287114,3
1449,1828090,3
1450,1598265,4
1451,612084,2
1452,619428,5
1453,1119629,2
1454,1576452,1
1455,647574,1
1456,121980,2
1457,1379586,2
1458,1711758,2
1459,60633,1
1460,565653,1
1461,912170,3
1462,2033656,2
1463,572357,3
1464,163791,1
1465,214139,1
1466,2057127,1
1467,1950381,4
1468,232689,3
1469,234387,2
1470,1654909,3
1471,1631849,10
1472,1971401,8
1473,1985225,11
1474,2061758,7
1475,202739,9
1476,1270619,7
1477,166900,10
1478,1053453,2
1479,2000894,2
1480,845135,1
1481,1739657,4
1482,176062,3
1483,1156573,2
1484,1642096,1
1485,1658699,1
1486,1435666,3
1487,1088488,1
1488,1098136,1
1489,1643902,4
1490,1856633,3
1491,620478,1
1492,1731611,4
1493,87021,1
1494,438261,3
1495,1321386,2
1496,1210589,5
1497,558950,1
1498,135051,4
1499,1197119,4
1500,2025656,3
1501,596000,2
1502,655459,3
1503,855493,5
1504,1494785,5
1505,946134,1
1506,164193,7
1507,1905468,2
1508,539017,1
1509,1538447,5
1510,1759070,1
1511,823565,2
1512,1558970,1
1513,1362007,10
1514,1059462,10
1515,136568,9
1516,1417930,11
1517,1258281,9
1518,13920,11
1519,1140349,1
1520,171900,2
1521,1806328,3
1522,180661,4
1523,625907,11
1524,1003128,10
1525,781473,10
1526,145274,10
1527,1773028,11
1528,502769,4
1529,954790,4
1530,855712,1
1531,697469,5
1532,2005732,5
1533,717052,3
1534,1626629,4
1535,1517572,3
1536,2070499,2
1537,72753,1
1538,99641,3
1539,795970,2
1540,566677,2
1541,1947014,5
1542,1461139,5
1543,1338713,5
1544,46326,1
1545,1106999,1
1546,1984722,2
1547,444736,1
1548,1492555,2
1549,1607917,1
1550,1890914,4
1551,1784467,1
1552,1175862,3
1553,1693514,2
1554,1070639,2
1555,1809420,1
1556,1846142,4
1557,258503,4
1558,328274,1
1559,1829621,4
1560,1164755,3
1561,25747,5
1562,476635,4
1563,841348,2
1564,1095464,4
1565,912623,3
1566,1652795,3
1567,1723967,1
1568,822936,1
1569,440437,4
1570,2012017,5
1571,1243677,3
1572,1463578,2
1573,1730554,3
1574,1618639,1
1575,1334702,2
1576,1606361,3
1577,1621849,1
1578,1530719,1
1579,40624,1
1580,1136377,1
1581,1264051,1
1582,1165018,1
1583,922969,6
1584,941,5
1585,246199,1
1586,1103365,4
1587,749964,4
1588,1855710,1
1589,1155470,2
1590,625981,4
1591,1783565,2
1592,1412224,1
1593,67063,1
1594,884921,3
1595,1229444,3
1596,2038280,3
1597,209419,2
1598,1836644,2
1599,423379,1
1600,1378816,3
1601,1350073,5
1602,1058644,1
1603,411180,1
1604,1713869,1
1605,491409,4
1606,1188657,3
1607,47758,4
1608,1888873,1
1609,1211560,2
1610,1721903,3
1611,1738952,1
1612,1841571,3
1613,1290405,4
1614,1163825,3
1615,1272536,1
1616,640904,3
1617,1473040,2
1618,617788,1
1619,1049333,3
1620,356121,1
1621,1171139,2
1622,840358,1
1623,125285,5
1624,1183766,2
1625,1674281,3
1626,1697096,3
1627,659383,3
1628,68697,4
1629,1660730,4
1630,1061215,4
1631,1986003,3
1632,1528847,2
1633,1369183,1
1634,2011852,2
1635,2030666,2
1636,1336465,2
1637,1770482,2
1638,2062993,1
1639,1385104,1
1640,564169,1
1641,1230425,2
1642,1965716,1
1643,1827552,4
1644,108697,3
1645,1452626,4
1646,1709971,2
1647,1010543,4
1648,1495846,3
1649,752231,3
1650,910527,5
1651,120607,1
1652,2031481,3
1653,616886,3
1654,2037361,3
1655,1871817,4
1656,483809,3
1657,1186622,2
1658,1717660,2
1659,1431963,1
1660,938574,1
1661,277532,3
1662,522453,3
1663,688018,5
1664,309835,3
1665,1446290,3
1666,1306211,1
1667,1264945,3
1668,1190250,2
1669,1414212,2
1670,1567378,1
1671,157752,1
1672,1089957,4
1673,2090763,1
1674,827020,3
1675,1027276,4
1676,1544708,2
1677,2007515,1
1678,236573,1
1679,1952341,4
1680,1940907,1
1681,1417701,3
1682,747874,3
1683,1906065,2
1684,1196253,2
1685,705880,3
1686,248178,4
1687,1649471,2
1688,1724998,2
1689,17612,2
1690,1052726,5
1691,357306,4
1692,1401527,3
1693,696335,4
1694,1497281,3
1695,931049,7
1696,357245,6
1697,1692925,6
1698,1405426,8
1699,714380,6
1700,1459714,7
1701,575771,7
1702,1234713,1
1703,1410699,1
1704,1749109,1
1705,737536,4
1706,1674612,3
1707,1836750,3
1708,953272,1
1709,754017,7
1710,1028027,8
1711,642151,8
1712,1730627,4
1713,238781,8
1714,445819,11
1715,577826,10
1716,443711,4
1717,15715,1
1718,1549032,4
1719,1498108,3
1720,2085568,3
1721,1795965,2
1722,1675114,5
1723,740139,1
1724,2071017,5
1725,637839,1
1726,878281,6
1727,250430,4
1728,1414174,3
1729,1432249,1
1730,1827053,4
1731,1728290,3
1732,1099345,2
1733,287839,3
1734,660201,3
1735,1487166,1
1736,695875,2
1737,1258904,2
1738,1109328,2
1739,58238,4
1740,2027515,2
1741,665529,1
1742,1175874,10
1743,646317,10
1744,579597,11
1745,916602,5
